Name,Number Reviews,Avg Rating,Descriptors,Phone Number,Licenses,Address,Url
Haight Ashbury Cannabis Store ,0,,Dispensary | In-store purchases only | Recreational,(519) 988-9459,,"3156 Sandwich St., Windsor, ON N9C 1A6",https://weedmaps.com/dispensaries/haight-ashbury-cannabis-store
Pure Lapeer - Provisioning Center ,"1,271 reviews",4.8,Dispensary | Order online | Medical & Recreational | Supports the Black community,(810) 660-8403,Medical Retail: PC-000275 | Adult-Use Retail: AU-R-000339,"1330 Imlay City Road, Lapeer, Michigan 48446",https://weedmaps.com/dispensaries/pure-lapeer
Your Buds ,68 reviews,4.4,Dispensary | Order online | Medical & Recreational | Supports the Black community,(248) 776-0100,Medical Retail: PC-000517 | Adult-Use Retail:  AU-R-000318,"877 E. 8 Mile, Hazel Park, Michigan 48030",https://weedmaps.com/dispensaries/common-citizen-hazel-park-1
Green Pharm - Hazel Park - Recreational ,400 reviews,4.8,Dispensary | Order online | Recreational,(248) 266-9111,Adult-Use Retail: AU-R-000624,"812 E 9 Mile RD, Hazel Park, Michigan 48030",https://weedmaps.com/dispensaries/green-pharm
PUFF Madison Heights - Recreational & Medical ,"3,489 reviews",4.9,Dispensary | Order online | Medical & Recreational,(248) 632-9999,Adult-Use Retail: AU-R-000538 | Medical Retail: PC-000675,"2 Ajax Road, Madison Heights, Michigan 48071",https://weedmaps.com/dispensaries/puff-madison-heights-recreational-coming-soon
The Cannabis Retail Store ,0,,Dispensary | In-store purchases only | Recreational,(519) 919-2547,Adult-Use Retail: 1205644,"5841 Malden Rd. Unit 122, LaSalle, ON N9H 1S3",https://weedmaps.com/dispensaries/the-cannabis-retail-store
The Flower Bowl Corktown - Medical ,234 reviews,4.8,Dispensary | In-store purchases only | Medical | Supports the Black community,(313) 265-3740,Medical Retail: PC-000210,"2101 W. Lafayette Blvd Suite 106, Detroit, Michigan 48216",https://weedmaps.com/dispensaries/corktown-collective
Greentown Cannabis - LaSalle ,0,,Dispensary | Order online | Recreational,(226) 773-1006,Adult-Use Retail: CRSA1205297,"5994 Malden Rd Unit 3, LaSalle, ON N9H 1S8",https://weedmaps.com/dispensaries/greentown-cannabis-lasalle
Endless Heights ,0,,Dispensary | In-store purchases only | Recreational,(519) 946-0570,Adult-Use Retail: CRSA1201903,"5540 Wyandotte St E, Windsor, ON N8S 1M1",https://weedmaps.com/dispensaries/endless-heights
Leaf and Bud Hazel Park - NEW OPEN ,24 reviews,4.8,Dispensary | Order online | Recreational,(833) 532-3283,Adult-Use Retail: AU-R-001022,"20801 Dequindre Rd, Hazel Park, Michigan 48030",https://weedmaps.com/dispensaries/leaf-and-bud-1
Harvest Bud Cannabis ,0,,Dispensary | In-store purchases only | Recreational,(226) 773-2105,Adult-Use Retail: CRSA1232918,"2155 Wyandotte Street West, Windsor, ON N9B 1K1",https://weedmaps.com/dispensaries/harvest-bud-cannabis
Herbal Remedies - 4440 Broadway ,11 reviews,4.0,Dispensary | In-store purchases only | Medical & Recreational,(217) 214-6337,Medical Retail: 280.000004,"4440 Broadway St, Quincy, Illinois 62305",https://weedmaps.com/dispensaries/herbal-remedies-il
The We Store - Huron Church Rd ,3 reviews,5.0,Dispensary | Order online | Recreational,(226) 783-6259,Adult-Use Retail: CRSA1172547,"1800 Huron Church Road Unit 1800-B, Windsor, ON N9C 2L5",https://weedmaps.com/dispensaries/the-we-store-huron-church-rd
PUFF Oscoda - RECREATIONAL 21+ ,699 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(989) 569-3828,Adult-Use Retail: AU-R-000663,"635 S State St, Oscoda, Michigan 48750",https://weedmaps.com/dispensaries/puff-oscoada-recreational
Clouded ,0,,Dispensary | Order online | Recreational,(905) 540-9969,,"188 Locke St South, Hamilton, ON L8P 4B3",https://weedmaps.com/dispensaries/clouded-on-locke
420 Love at 246 King ST W ,20 reviews,3.5,Dispensary | Order online | Recreational,(905) 527-0358,Adult-Use Retail: CRSA1172576,"246 King St. W, Hamilton, ON L8P 1A9",https://weedmaps.com/dispensaries/420-love-at-246-king-st-w
Royal Leafs Waterdown ,1 review,5.0,Dispensary | Order online | Recreational | Supports the Black community,+36 52 053 237,Adult-Use Retail: CRSA1207580,"40 Main St N, Waterdown, ON L0R 2H0",https://weedmaps.com/dispensaries/royal-leafs-waterdown
The Green Cloud Cannabis - Orangeville ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(519) 941-9448,Adult-Use Retail: CRSA1205556,"281 Broadway Unit 3, Orangeville, ON L9W 1L2",https://weedmaps.com/dispensaries/the-green-cloud-cannabis-orangeville
Greenlight - Hayti ,23 reviews,4.4,Dispensary | Order online | Medical & Recreational,(573) 507-3623,Medical Retail: DIS000115 | Adult-Use Retail: DIS000115,"903 E Washington St, Hayti, Missouri 63851",https://weedmaps.com/dispensaries/greenlight-hayti-coming-soon
The Gym Cannabis ,2 reviews,5.0,Dispensary | In-store purchases only | Recreational,(289) 272-1359,Adult-Use Retail: CRSA1172363,"135 James St N, Hamilton, ON L8R2K8",https://weedmaps.com/dispensaries/the-gym-cannabis
Crafted Nugs Cannabis Company ,0,,Dispensary | In-store purchases only | Recreational,(905) 528-8000,Adult-Use Retail: CRSA1208467,"237 King Street East, Hamilton, ON L8N1B6",https://weedmaps.com/dispensaries/crafted-nugs-cannabis-company
Relm Cannabis - Hamilton ,0,,Dispensary | In-store purchases only | Recreational,(905) 516-4031,Adult-Use Retail: CRSA1172734,"245 King St E, Hamilton, ON L8N 1B6",https://weedmaps.com/dispensaries/relm-cannabis-hamilton
Spot420 The Cannabis Store - Orangeville ,0,,Dispensary | Order online | Recreational,(519) 307-7768,Adult-Use Retail: CRSA1205447,"88 First Street Unit 4B, Orangeville, ON L9W 3J6",https://weedmaps.com/dispensaries/spot420-the-cannabis-store-orangeville
Sunnyside Cannabis Dispensary – Butler ,68 reviews,3.7,Dispensary | In-store purchases only | Medical | Supports the Black community,(724) 602-9030,Medical Retail: D5016-17,"201 Pillow St, Butler, Pennsylvania 16001",https://weedmaps.com/dispensaries/cy-dispensaries
The Magg Dispensary ,6 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 630-5173,Medical Retail: DSPY010744,"901 Highway 45 N Ste 1, Columbus, Mississippi 39701",https://weedmaps.com/dispensaries/magnolia-dispensary
Mississippi Magnolia Canna ,25 reviews,5.0,Dispensary | Order online | Medical,(662) 798-0508,Medical Retail: DSPY014644,"1223 Highway 45 N Unit #1223, Columbus, Mississippi 39705",https://weedmaps.com/dispensaries/mississippi-magnolia-canna
Apothecarium Green ,3 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 574-8033,Medical Retail: DSPY018844,"1920 Highway 45 North #5, Columbus, Mississippi 39705",https://weedmaps.com/dispensaries/apothecarium-green
Green Magnolia - Columbus ,10 reviews,4.8,Dispensary | Order online | Medical,(662) 352-8974,Medical Retail: DSPY000244,"Hwy 45 N, 7432, Columbus, Mississippi 39705",https://weedmaps.com/dispensaries/green-magnolia-columbus
D&S Best Friends Dispensary ,1 review,5.0,Dispensary | In-store purchases only | Medical,(601) 921-9065,Medical Retail: DSPY014044,"3405 South Frontage Road, Columbus, Mississippi 39701",https://weedmaps.com/dispensaries/d-s-best-friends-dispensary-1
GreenWise Cannabis Company - Starkville ,12 reviews,4.0,Dispensary | Order online | Medical,(662) 270-5009,Medical Retail: DSPY004853,"823 Highway 12 W, Ste A, Starkville, Mississippi 39759",https://weedmaps.com/dispensaries/greenwise-cannabis-company-starkville
Trulieve - Newnan ,0,,Dispensary | In-store purchases only | Medical,(678) 340-5820,Medical Retail: DISP0006,"1690 GA-34, Newnan, Georgia 30265",https://weedmaps.com/dispensaries/trulieve-newnan
SOAR - Meridian Coming Soon! ,0,,Dispensary | In-store purchases only | Medical,(844) 420-7627,Medical Retail: DSPY014438,"2507 MS-39, Meridian, Mississippi 39301",https://weedmaps.com/dispensaries/soar-meridian
Green Magnolia - Meridian ,8 reviews,4.5,Dispensary | Order online | Medical,(601) 822-2330,Medical Retail: DSPY004338,"4818 N PARK DR, Meridian, Mississippi 39305",https://weedmaps.com/dispensaries/green-magnolia-dispensaries
Legally Rooted Cannabis Dispensary LLC ,15 reviews,4.5,Dispensary | Order online | Medical,(601) 512-2140,Medical Retail: DSPY000738,"1800 6th Street, Meridian, Mississippi 39301",https://weedmaps.com/dispensaries/legally-rooted-cannabis-dispensary-llc
Three Foot Wellness - NOW OPEN! ,2 reviews,5.0,Dispensary | In-store purchases only | Medical | Supports the Black community,(601) 851-1767,Medical Retail: DSPY002738,"2125 A ST, A, Meridian, Mississippi 39301",https://weedmaps.com/dispensaries/3ft-wellness
Youngs Farm Medical Dispensary ,5 reviews,5.0,Dispensary | In-store purchases only | Medical,(601) 207-5002,Medical Retail: DSPY017838,"8487 Hwy 19 N, Collinsville, Mississippi 39325",https://weedmaps.com/dispensaries/youngs-farm-medical-dispensary
Cannabis Headquarter ,9 reviews,4.7,Dispensary | In-store purchases only | Medical,(662) 523-0892,Medical Retail: DSPY011341,"608 N Gloster St, Tupelo, Mississippi 38804",https://weedmaps.com/dispensaries/cannabis-headquarter
High Hopes - NOW OPEN! ,26 reviews,5.0,Dispensary | Order online | Medical | Supports the Black community,(662) 205-4534,Medical Retail: DSPY000941,"1201 N Gloster St Suite E & F, Tupelo, Mississippi 38804",https://weedmaps.com/dispensaries/high-hopes-3
Good Day Farm - Tupelo ,24 reviews,4.8,Dispensary | In-store purchases only | Medical,(662) 553-0584,Medical Retail: DSPY004141,"3836 N GLOSTER ST, Tupelo, Mississippi 38804",https://weedmaps.com/dispensaries/good-day-farm-tupelo
The Dispensary by REV - Tupelo ,57 reviews,5.0,Dispensary | Order online | Medical,(662) 401-0894,Medical Retail: DSPY000641,"3978 North Gloster Street, Suite C, Tupelo, Mississippi 38804",https://weedmaps.com/dispensaries/the-dispensary-by-rev
BlueGreen Dispensary ,16 reviews,4.8,Dispensary | Order online | Medical,(662) 553-4301,Medical Retail: DSPY001641,"3128 Old Belden Cir, Belden, Mississippi 38826",https://weedmaps.com/dispensaries/bluegreen-cannabis
Green Magnolia - Tupelo ,11 reviews,4.5,Dispensary | Order online | Medical,(662) 352-8841,Medical Retail: DSPY002941,"3437 TUPELO COMMONS STE 101, Tupelo, Mississippi 38804",https://weedmaps.com/dispensaries/green-magnolia-tupelo
The Green Guys ,2 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 891-2075,Medical Retail: DSPY009841,"2546 Hwy 145 Suite D, Saltillo, Mississippi 38866",https://weedmaps.com/dispensaries/the-green-guys-5
Dabbs Cannabis Dispensary - Philadelphia ,1 review,5.0,Dispensary | In-store purchases only | Medical,,Medical Retail: DSPY019450,"1024 W Beacon St, Philadelphia, Mississippi 39350",https://weedmaps.com/dispensaries/dabbs-cannabis-dispensary-2
Trulieve - Marietta ,0,,Dispensary | In-store purchases only | Medical,(678) 402-4185,Medical Retail: DISP0002,"220 Cobb Pkwy N, Marietta, Georgia 30062",https://weedmaps.com/dispensaries/trulieve-marietta
Dabbs Cannabis Dispensary - Forest ,1 review,5.0,Dispensary | Order online | Medical,(601) 348-0253,Medical Retail: DSPY018462,"228 N Woodland Dr, Forest, Mississippi 39074",https://weedmaps.com/dispensaries/dabbs-cannabis-dispensary-1
Good Day Farm - Laurel ,19 reviews,4.6,Dispensary | In-store purchases only | Medical,(601) 804-5115,Medical Retail: DSPY009534,"310 S 16TH AVE, Laurel, Mississippi 39440",https://weedmaps.com/dispensaries/good-day-farm-laurel
Star Buds Medical - Oxford ,8 reviews,4.8,Dispensary | Order online | Medical,(662) 638-3008,Medical Retail: DSPY011836,"1319 North Lamar Boulevard, Oxford, Mississippi 38655",https://weedmaps.com/dispensaries/star-buds-medical
Toke and Tell Medical Dispensary - Laurel ,3 reviews,5.0,Dispensary | Order online | Medical,(225) 489-1980,Medical Retail: DSPY011534,"2031 Ellisville Blvd, Laurel, Mississippi 39440",https://weedmaps.com/dispensaries/toke-and-tell-2-medical-dispensary
Hybrid Relief LLC ,13 reviews,5.0,Dispensary | Order online | Medical | Supports the Black community,(662) 380-5013,Medical Retail: DSPY007236,"1801 Jackson Ave W SUITE D 112, Oxford, Mississippi 38655",https://weedmaps.com/dispensaries/hybrid-relief-llc
Magnolia Cannabis ,0,,Dispensary | Order online | Medical,(662) 900-2837,Medical Retail: DSPY007536,"2570 Jackson Ave W Ste 18, Oxford, Mississippi 38655",https://weedmaps.com/dispensaries/magnolia-cannabis
Trulieve - Macon ,0,,Dispensary | In-store purchases only | Medical,(478) 972-0932,Medical Retail: DISP0001,"3556 Riverside Dr., Macon, Georgia 31210",https://weedmaps.com/dispensaries/trulieve-macon
Trulieve - Pensacola Ferry Pass ,7 reviews,3.7,Dispensary | In-store purchases only | Medical,(850) 378-4468,Medical Retail: MMTC-2015-0005,"1901 E Nine Mile Road, Pensacola, Florida 32514",https://weedmaps.com/dispensaries/trulieve-pensacola-nine-mile
Green Dragon - Pensacola ,0,,Dispensary | In-store purchases only | Medical,(850) 676-3365,Medical Retail: MMTC-2019-0021,"701 E 9 Mile Rd, Pensacola, Florida 32514",https://weedmaps.com/dispensaries/green-dragon-pensacola
Sunnyside Medical Cannabis Dispensary Pensacola - Nine Mile Road ,1 review,5.0,Dispensary | In-store purchases only | Medical,(850) 517-3986,Medical Retail: MMTC-2017-0008,"2212 W Nine Mile Road, Pensacola, Florida 32534",https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-pensacola-nine-mile-road
AYR Cannabis Dispensary Pensacola ,1 review,4.0,Dispensary | In-store purchases only | Medical,(850) 462-2533,Medical Retail: MMTC-2015-0002,"7152 N Davis HWY, Suite A, Pensacola, Florida 32504",https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-pensacola
VidaCann - Pensacola ,13 reviews,4.2,Dispensary | In-store purchases only | Medical,(850) 741-2895,,"2401 Langley Ave, Unit A, Pensacola, Florida 32504",https://weedmaps.com/dispensaries/vidacann-pensacola
Green Magnolia - Canton ,10 reviews,4.9,Dispensary | Order online | Medical,(601) 315-8794,Medical Retail: DSPY001345,"3142 S LIBERTY ST, Canton, Mississippi 39046",https://weedmaps.com/dispensaries/green-magnolia-canton
Surterra Wellness Center – Pensacola ,16 reviews,4.0,Dispensary | In-store purchases only | Medical,(850) 249-5793,,"5046 Bayou Blvd, Pensacola, Florida 32503",https://weedmaps.com/dispensaries/surterra-wellness-center-pensacola
Rootdown ,2 reviews,3.0,Dispensary | In-store purchases only | Medical,(601) 691-9161,Medical Retail: DSPY003745,"117 Sidney Runnels Drive, Canton, Mississippi 39046",https://weedmaps.com/dispensaries/rootdown
Good Vibes Cannabis Dispensary ,4 reviews,4.0,Dispensary | Order online | Medical,(601) 622-5640,Medical Retail: DSPY003145,"1536 W Peace St., Canton, Mississippi 39046",https://weedmaps.com/dispensaries/good-vibes-cannabis-dispensary
Sunnyside Medical Cannabis Dispensary Pensacola - 9th Ave ,3 reviews,5.0,Dispensary | In-store purchases only | Medical,(850) 462-4244,Medical Retail: MMTC-2017-0008,"3900 N 9th Ave., Pensacola, Florida 32503",https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-pensacola
Trulieve - Pensacola ,44 reviews,3.8,Dispensary | In-store purchases only | Medical,(850) 777-3360,Medical Retail: MMTC-2015-0005,"3119 North Davis Highway, Pensacola, Florida 32503",https://weedmaps.com/dispensaries/trulieve-pensacola
Trulieve - Fort Walton Beach ,0,,Dispensary | In-store purchases only | Medical,(850) 220-7566,Medical Retail: MMTC-2015-00005,"418 Mary Esther Cut Off NW, Mary Esther, Florida 32569",https://weedmaps.com/dispensaries/trulieve-fort-walton-beach
Spillway Dispensary - COMING SOON! ,1 review,5.0,Dispensary | In-store purchases only | Medical,,Medical Retail: DSPY001561,"1220 N Shore Pkwy, Brandon, Mississippi 39047",https://weedmaps.com/dispensaries/spillway-dispensary
Dabbs Cannabis Dispensary - Magee ,1 review,5.0,Dispensary | Order online | Medical,(601) 315-8754,Medical Retail: DSPY018964,"1667 US 49 STE 1, Magee, Mississippi 39111",https://weedmaps.com/dispensaries/dabbs
AYR Cannabis Dispensary Mary Esther ,0,,Dispensary | In-store purchases only | Medical,(850) 659-9054,Medical Retail: MMTC-2015-0002,"421 Mary Esther Blvd STE E., Mary Esther, Florida 35269",https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-mary-esther
NOW OPEN - Evergreen Dispensary ,0,,Dispensary | In-store purchases only | Medical,(865) 254-8697,Medical Retail: DSPY015454,"13170 Highway 6 W, Batesville, Mississippi 38606",https://weedmaps.com/dispensaries/evergreen-dispensary
Nature Med ,8 reviews,5.0,Dispensary | Order online | Medical | Supports the Black community,(601) 255-5279,Medical Retail: DSPY010318,"6401 US Highway 49, Hattiesburg, Mississippi 39401",https://weedmaps.com/dispensaries/nature-med-ms
The Dispensary by REV - Hattiesburg ,82 reviews,5.0,Dispensary | Order online | Medical,(769) 390-7998,Medical Retail: DSPY006118,"6335 US 49 Suite 40, Hattiesburg, Mississippi 39401",https://weedmaps.com/dispensaries/the-dispensary-by-rev-hattiesburg
Sunnyside Medical Cannabis Dispensary - Destin ,0,,Dispensary | In-store purchases only | Medical,(850) 610-0748,Medical Retail: MMTC-2017-0008,"661 Harbor Blvd,, Destin, Florida 32541",https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-destin
Pine Belt Medicinal ,3 reviews,5.0,Dispensary | In-store purchases only | Medical,(601) 307-4099,Medical Retail: DSPY003418,"3702 Hardy St Ste 2, Hattiesburg, Mississippi 39402",https://weedmaps.com/dispensaries/pine-belt-medicinal
Green Dragon Pensacola - Navy Blvd. ,0,,Dispensary | In-store purchases only | Medical,(954) 361-1988,Medical Retail: MMTC-2019-0021,"920 N Navy Blvd, Pensacola, Florida 32507",https://weedmaps.com/dispensaries/green-dragon-pensacola-navy-blvd
Trulieve - Destin ,11 reviews,3.7,Dispensary | In-store purchases only | Medical,(850) 204-9031,Medical Retail: MMTC-2015-0005,"868 Hwy 98 East, Destin, Florida 32541",https://weedmaps.com/dispensaries/trulieve-destin
COMING SOON - Green Star ,0,,Dispensary | In-store purchases only | Medical,(901) 262-3590,Medical Retail: DSPY008569,"9700 Highway 306 Ste B, Coldwater, Mississippi 38618",https://weedmaps.com/dispensaries/green-star-3
Good Day Farm - Hattiesburg ,27 reviews,4.9,Dispensary | In-store purchases only | Medical,(769) 280-1169,Medical Retail: DSPY007137,"6083 U S HIGHWAY 98, Hattiesburg, Mississippi 39402",https://weedmaps.com/dispensaries/good-day-farm-hattiesburg
Ferr Cannabis ,3 reviews,5.0,Dispensary | In-store purchases only | Medical,(601) 915-2266,Medical Retail: DSPY016137,"6152 US Hwy 98, Suite #20, Hattiesburg, Mississippi 39402",https://weedmaps.com/dispensaries/ferr-cannabis
Aeroma Dispensary Company ,0,,Dispensary | In-store purchases only | Medical,(601) 273-3363,Medical Retail: DSPY014937,"6610 US-98, Hattiesburg, Mississippi 39402",https://weedmaps.com/dispensaries/aeroma-dispensary-company
Kush Vibez ,6 reviews,5.0,Dispensary | In-store purchases only | Medical,(769) 257-7059,Medical Retail: DSPY004025,"5440 I-55 Frontage Road N, Jackson, Mississippi 39211",https://weedmaps.com/dispensaries/kush-vibez
Five Star Medical ,5 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 612-0033,Medical Retail: DSPY008669,"409 Norfleet Dr, Senatobia, Mississippi 38668",https://weedmaps.com/dispensaries/five-star-medical
Mississippi Medical Marijuana Dispensaries ,14 reviews,3.6,Dispensary | In-store purchases only | Medical,(844) 933-3627,,"N/A, Jackson, Mississippi 39212",https://weedmaps.com/dispensaries/mississippi-medical-marijuana-dispensaries
Dabbs Cannabis Dispensary - Richland ,8 reviews,5.0,Dispensary | Order online | Medical,(769) 251-5096,Medical Retail: DSPY002461,"736 US Highway 49, Richland, Mississippi 39218",https://weedmaps.com/dispensaries/happy-leaf-3
bloom cannabis dispensary ,4 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 590-4501,Medical Retail: DSPY015982,"110 N Jerry Clower Blvd Ste U, Yazoo City, Mississippi 39194",https://weedmaps.com/dispensaries/bloom-7
Dispensary Plus ,6 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 590-7408,Medical Retail: DSPY012682,"1212 Jerry Clower Blvd, Yazoo City, Mississippi 39194",https://weedmaps.com/dispensaries/dispensary-plus
WYLD Cannabis Dispensary - Hernando ,18 reviews,5.0,Dispensary | Order online | Medical,(662) 912-9048,Medical Retail: DSPY008717,"2348 Mt Pleasant Rd, Hernando, Mississippi 38632",https://weedmaps.com/dispensaries/wyld-cannabis-dispensary
River Remedy ,3 reviews,5.0,Dispensary | Order online | Medical,(601) 487-1010,Medical Retail: DSPY010125,"5925 I-55 South Frontage Rd, Byram, Mississippi 39272",https://weedmaps.com/dispensaries/river-remedy-2
BWell - Viejo San Juan ,31 reviews,5.0,Dispensary | Order online | Medical | Supports the Black community,+1 787-420-2216,Medical Retail: CM-2018-061,"Condominio Reina de Castilla, Ave. La Marina Cond, 100 P.º Gilberto Concepción de Gracia Local 1, San Juan, Puerto Rico 00901",https://weedmaps.com/dispensaries/bwell-viejo-san-juan
Arcane ,7 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 880-1637,Medical Retail: DSPY010867,"4241 HIGHWAY 49 STE A, Drew, Mississippi 38737",https://weedmaps.com/dispensaries/arcane
Trulieve - Panama City Beach ,11 reviews,4.9,Dispensary | In-store purchases only | Medical,(850) 204-9032,Medical Retail: MMTC-2015-0005,"9952 Hutchison Blvd, Panama City Beach, Florida 32407",https://weedmaps.com/dispensaries/trulieve-panama-city-beach
Sunnyside Medical Cannabis Dispensary - Panama City Beach ,1 review,5.0,Dispensary | In-store purchases only | Medical,(850) 679-0059,Medical Retail: MMTC-2017-0008,"110916 Hutchison Blvd, Panama City Beach, Florida 32407",https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-panama-city-beach
VidaCann - Panama City (Coming Soon) ,2 reviews,5.0,Dispensary | In-store purchases only | Medical,(386) 281-3296,,"622 West 23rd Street, Panama City, Florida 32405",https://weedmaps.com/dispensaries/vidacann-panama-city
Curaleaf - Panama City ,2 reviews,3.0,Dispensary | In-store purchases only | Medical,(850) 740-0680,Medical Retail: MMTC-2015-0001,"749 West 23rd Street, Panama City, Florida 32405",https://weedmaps.com/dispensaries/curaleaf-panama-city
Curaleaf - Pensacola ,2 reviews,3.0,Dispensary | In-store purchases only | Medical,(850) 786-2888,Medical Retail: MMTC-2015-0001,"5090 North 9th Avenue, Pensacola, Florida 32405",https://weedmaps.com/dispensaries/curaleaf-pensacola
Green Dragon - Panama City ,1 review,5.0,Dispensary | In-store purchases only | Medical,(305) 400-4892,Medical Retail: MMTC-2019-0021,"917 Harrison Avenue, Panama City, Florida 32401",https://weedmaps.com/dispensaries/green-dragon-panama-city
AYR Cannabis Dispensary Panama City ,0,,Dispensary | In-store purchases only | Medical,(850) 387-7735,Medical Retail: MMTC-2015-0002,"809 Harrsion Ave., Panama City, Florida 32401",https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-panama-city
Lift Medical Cannabis ,0,,Dispensary | In-store purchases only | Medical,(662) 373-4298,Medical Retail: DSPY000872,"13118 US-61 N Suite 118, Tunica Resorts, Mississippi 38664",https://weedmaps.com/dispensaries/lift-medical-cannabis-1
Bud Barn ,9 reviews,4.9,Dispensary | Order online | Medical,(949) 295-0136,Medical Retail: DSPY014124,"15171 Lamey Bridge Road, Biloxi, Mississippi 35728",https://weedmaps.com/dispensaries/bud-barn-5
The Magnolia Healing ,10 reviews,5.0,Dispensary | Order online | Medical,(228) 334-5267,Medical Retail: DSPY015230,"20 Marks Road, Ocean Springs, Mississippi 39564",https://weedmaps.com/dispensaries/the-magnolia-healing
Magnolia Cannabis Dispensary ,4 reviews,5.0,Dispensary | In-store purchases only | Medical,(662) 719-6635,Medical Retail: DSPY012806,"618 Gaines Hwy 61, Boyle, Mississippi 38730",https://weedmaps.com/dispensaries/magnolia-cannabis-dispensary
MedCanMS ,1 review,5.0,Dispensary | In-store purchases only | Medical,(662) 545-9333,Medical Retail: DSPY002206,"717 North Davis Avenue, Cleveland, Mississippi 38732",https://weedmaps.com/dispensaries/medcanms-coming-soon
Cleveland Cannabis Company ,3 reviews,5.0,Dispensary | In-store purchases only | Medical,(870) 208-4908,Medical Retail: DSPY006406,"3620 U.S. Hwy 61N, 1, Cleveland, Mississippi 38732",https://weedmaps.com/dispensaries/cleveland-cannabis-comapnay
CultivaRX ,6 reviews,5.0,Dispensary | Order online | Medical,(228) 334-5287,Medical Retail: DSPY019130,"1608 Bienville Blvd, Ocean Springs, Mississippi 39564",https://weedmaps.com/dispensaries/cultivarx
COMING SOON - Star Buds Ocean Springs ,0,,Dispensary | In-store purchases only | Medical,,Medical Retail: DSPY018630,"718 Bienville Blvd Ste A, Ocean Springs, Mississippi 38655",https://weedmaps.com/dispensaries/star-buds-ocean-springs
Coast Dispensary ,8 reviews,5.0,Dispensary | Order online | Medical,(228) 207-7911,Medical Retail: DSPY009724,"913 Division St, Biloxi, Mississippi 39530",https://weedmaps.com/dispensaries/coast-dispensary
Good Day Farm - Biloxi ,43 reviews,4.7,Dispensary | Order online | Medical,(228) 222-8372,Medical Retail: DSPY009124,"2389 Pass Road, Biloxi, Missouri 39531",https://weedmaps.com/dispensaries/good-day-farm-biloxi
Culture Biloxi Shop ,23 reviews,5.0,Dispensary | Order online | Medical,(769) 800-8045,Medical Retail: DSPY009224,"2572 PASS RD, B & C, Biloxi, Mississippi 39531",https://weedmaps.com/dispensaries/culture-biloxi-shop
SweetGrass MS ,11 reviews,4.7,Dispensary | Order online | Medical | Supports the Black community,(228) 523-0433,Medical Retail: DSPY010224,"2650 Beach Blvd Ste 3, Biloxi, Mississippi 39531",https://weedmaps.com/dispensaries/sweetgrass-ms-llc
Culture Gulfport Med ,1 review,5.0,Dispensary | Order online | Medical,(228) 205-0570,Medical Retail: DSPY009324,"9305 U.S. 49, Gulfport, Mississippi 39503",https://weedmaps.com/dispensaries/culture-gulfport-med
Greenlight - Helena ,199 reviews,4.3,Dispensary | Order online | Medical,(870) 714-6119,Medical Retail: 00019,"2000 Martin Luther King Jr. Dr., Helena, Arkansas 72342",https://weedmaps.com/dispensaries/greenlight-helena
Magnolia Greens ,0,,Dispensary | In-store purchases only | Medical | Supports the Black community,(662) 897-4550,Medical Retail: DSPY007643,"101 Whitebrook Dr, Brookhaven, Mississippi 39601",https://weedmaps.com/dispensaries/magnolia-greens
Long Beach Dispensary ,31 reviews,5.0,Dispensary | In-store purchases only | Medical,(228) 209-6724,Medical Retail: DSPY010924,"520 E Railroad St, Long Beach, Mississippi 39560",https://weedmaps.com/dispensaries/long-beach-dispensary
Curaleaf - Tallahassee TN st. ,1 review,5.0,Dispensary | In-store purchases only | Medical,(448) 200-4010,Medical Retail: MMTC-2015-0001,"2121 West Tennessee Street, Unit 10, Tallahassee, Florida 32304",https://weedmaps.com/dispensaries/curaleaf-tallahassee-tn-st
Good Day Farm - Brookhaven ,4 reviews,4.0,Dispensary | In-store purchases only | Medical,(601) 748-7982,Medical Retail: DSPY008343,"106 STRIBLING DR, Brookhaven, Mississippi 39601",https://weedmaps.com/dispensaries/good-day-farm-brookhaven
Trulieve - Tallahassee Tennessee ,0,,Dispensary | In-store purchases only | Medical,(850) 409-9505,Medical Retail: MMTC-2015-0005,"1800 W Tennessee St., Tallahassee, Florida 32304",https://weedmaps.com/dispensaries/trulieve-tallahassee-tennessee
