Name,Number Reviews,Avg Rating,Descriptors,Phone Number,Licenses,Address,Url
Greenlight District - Windsor ,1 review,5.0,Dispensary | In-store purchases only | Recreational | Supports the Black community,(519) 915-3180,Adult-Use Retail: CRSA1201391,"125 Tecumseh Rd W, Windsor, ON N8X 1E8",https://weedmaps.com/dispensaries/greenlight-district-windsor
Herbal Remedies Dispensary - 1837 Broadway ,2 reviews,5.0,Dispensary | In-store purchases only | Recreational,(217) 214-4372,Adult-Use Retail: 284.000062.AUDO,"1837 Broadway, Quincy, Illinois 62301",https://weedmaps.com/dispensaries/herbal-remedies-dispensary-1
Cookies Detroit ,954 reviews,3.8,Dispensary | Order online | Medical & Recreational | Supports the Black community,(313) 242-0680,Medical Retail: PC-000368 | Adult-Use Retail: AU-R-000908,"6030 E. Eight Mile Rd, Detroit, Michigan 48234",https://weedmaps.com/dispensaries/cookiesdetroit
Five & Dime (Medical) ,"2,576 reviews",4.6,Dispensary | Order online | Medical,(313) 733-6006,Medical Retail: PC-000205,"20561 Dwyer St, Detroit, Michigan 48234",https://weedmaps.com/dispensaries/fiveanddimedetroit
Harvest of Ohio - Beavercreek ,0,,Dispensary | In-store purchases only | Medical | Supports the Black community,(937) 696-0029,,"4370 Tonawanda Trail, Beavercreek, Ohio 45430",https://weedmaps.com/dispensaries/harvest-of-ohio-beavercreek
The We Store - Wyandotte St E ,3 reviews,5.0,Dispensary | Order online | Recreational,(226) 782-6347,Adult-Use Retail: CRSA1172705,"1565 Wyandotte St E, Windsor, ON N9A 3L3",https://weedmaps.com/dispensaries/the-we-store-wyandotte-st
FIKA Local Herbal Goods - Windsor ,0,,Dispensary | In-store purchases only | Recreational,(226) 783-6236,Adult-Use Retail: CRSA1200995,"3222A Dougall Avenue, Windsor, ON N9E 1S6",https://weedmaps.com/dispensaries/fika-herbal-goods-windsor
True North Cannabis Co. - Windsor ,0,,Dispensary | In-store purchases only | Recreational,(226) 826-0900,Adult-Use Retail: CRSA1190776,"1368 Ottawa St, Windsor, ON N8X 2E8",https://weedmaps.com/dispensaries/true-north-cannabis-co-windsor
Lemonnade Centerline ,8 reviews,5.0,Dispensary | Order online | Recreational,(586) 200-4911,Medical Retail: PC-000844 | Adult-Use Retail: AU-R-000900,"24729 Sherwood Ave, Centerline, Michigan 48015",https://weedmaps.com/dispensaries/lemonnade-centerline
Leaf and Bud Center Line - Recreational ,216 reviews,4.7,Dispensary | Order online | Recreational,(833) 532-3283,Adult-Use Retail: AU-R-000835,"23860 Sherwood St Suite A, Center Line, Michigan 48015",https://weedmaps.com/dispensaries/leaf-and-bud-center-line
Nirvana Center - Center Line (REC) ,247 reviews,4.4,Dispensary | Order online | Recreational | Supports the Black community,(586) 782-4936,Adult-Use Retail: AU-R-000390,"24280 Sherwood Ave, Center Line, Michigan 48015",https://weedmaps.com/dispensaries/nirvana-center-center-line-rec
Levels Cannabis ,200 reviews,4.5,Dispensary | In-store purchases only | Recreational | Supports the Black community,(586) 501-3483,Adult-Use Retail: AU-R-000497,"23968 Sherwood, Center Line, Michigan 48015",https://weedmaps.com/dispensaries/levels-provisioning
Mood Provisioning Center - Center Line ,55 reviews,4.6,Dispensary | Order online | Recreational,(586) 806-5783,Adult-Use Retail: AU-R-000756,"24320 Sherwood Ave, Center Line, Michigan 48015",https://weedmaps.com/dispensaries/mood-provisioning-center
Herbology Cannabis Co. - West Branch GRAND OPENING OCTOBER 27 ,0,,Dispensary | Order online | Recreational,(989) 312-3150,Adult-Use Retail: AU-R-001079,"518 E Houghton ave, west branch, Michigan 48661",https://weedmaps.com/dispensaries/herbology-cannabis-co-west-branch
CannaSavvy Cannabis Co ,2 reviews,5.0,Dispensary | In-store purchases only | Recreational,(519) 256-6262,Distributor: CRSA1190601,"3395 Howard Avenue, Windsor, ON N9E3N6",https://weedmaps.com/dispensaries/cannasavvy-cannabis-co
Joyology Center Line ,269 reviews,4.9,Dispensary | Order online | Recreational,(586) 838-1010,Adult-Use Retail: AU-R-000421,"26550 Liberal St, Center Line, Michigan 48015",https://weedmaps.com/dispensaries/joyology-center-line
JARS Cannabis - Center Line ,303 reviews,4.8,Dispensary | Order online | Recreational,(810) 310-8585,Adult-Use Retail: AU-R-000657,"26700 Liberal St Suite 1, Centerline, Michigan 48015",https://weedmaps.com/dispensaries/jars-centerline
Pure Roots Centerline ,50 reviews,4.3,Dispensary | Order online | Medical & Recreational,(586) 619-8445,Adult-Use Retail: AU-R-000607 | Medical Retail: PC-000749,"26673 Lawrence Ave., Centerline, Michigan 48015",https://weedmaps.com/dispensaries/pure-roots-centerline
HOUSE OF DANK CENTER LINE REC ,366 reviews,4.3,Dispensary | Order online | Recreational | Supports the Black community,(833) 746-7463,Adult-Use Retail: AU-R-000391,"26829 Lawrence, Center Line, Michigan 48015",https://weedmaps.com/dispensaries/house-of-dank-center-line-med
The Grove ,180 reviews,4.8,Dispensary | Order online | Recreational,(586) 501-3310,Adult-Use Retail: AU-R-000626,"26352 Lawrence Ave, Center Line, Michigan 48015",https://weedmaps.com/dispensaries/the-grove-27
Sessions Cannabis - Windsor ,0,,Dispensary | In-store purchases only | Recreational,(519) 250-7374,Adult-Use Retail: CRSA1172660,"402-650 Division Rd, Windsor, ON N8X 0A8",https://weedmaps.com/dispensaries/sessions-cannabis-windsor
One Plant - Walkerville ,1 review,4.0,Dispensary | In-store purchases only | Recreational,(519) 915-0552,Adult-Use Retail: CRSA1185367,"1320 Walker Road, Windsor, ON N8Y 4T4",https://weedmaps.com/dispensaries/one-plant-walkerville
The Forest Springfield ,0,,Dispensary | In-store purchases only | Medical,(937) 471-4440,Medical Retail: MMD.0700056,"1711 W Main St, Springfield, Ohio 45504",https://weedmaps.com/dispensaries/the-forest-ohio
Columbia Care - Monroe ,0,,Dispensary | In-store purchases only | Medical,(513) 506-1857,Medical Retail: MMD.0700072,"300 North Main Street, Monroe, Ohio 45050",https://weedmaps.com/dispensaries/columbia-care-monroe
Riverside Provisioning ,0,,Dispensary | Order online | Recreational,(989) 745-6757,Adult-Use Retail: AU-R-000186,"11845 W M-72, Grayling, Michigan 49738",https://weedmaps.com/dispensaries/riverside-provisioning
King of Budz - Detroit ,"1,335 reviews",4.9,Dispensary | Order online | Recreational,(313) 571-3558,Adult-Use Retail: AU-R-000936,"10457 Gratiot Ave, Detroit, Michigan 48213",https://weedmaps.com/dispensaries/king-of-budz
JARS Cannabis - East Detroit ,"5,579 reviews",4.8,Dispensary | Order online | Medical & Recreational,(586) 298-6440,Medical Retail: PC-000394 | Adult-Use Retail: AU-R-000890,"11400 East 8 Mile RD Suite A, Detroit, Michigan 48205",https://weedmaps.com/dispensaries/district-3
The Higher Cannabis Company - Windsor ,8 reviews,4.5,Dispensary | Order online | Recreational | Supports the Black community,(519) 966-2525,Adult-Use Retail: CROL1179268,"3407 Walker Rd, Windsor, ON N8W 3S2",https://weedmaps.com/dispensaries/the-higher-cannabis-windsor
The We Store - Walker Rd ,12 reviews,4.7,Dispensary | Order online | Recreational,(226) 280-1422,Adult-Use Retail: CRSA1175252,"4050 Walker Rd Unit 300, Windsor, ON N0R1A0",https://weedmaps.com/dispensaries/the-we-store-windsor-walker-rd
Gingers Cannabis ,0,,Dispensary | Order online | Recreational,(226) 722-4367,Adult-Use Retail: CRSA1213114,"5580 Walker Rd. Unit #2 RR1, Oldcastle, ON N0R1L0",https://weedmaps.com/dispensaries/gingers-cannabis
Canna Cabana - Windsor ,1 review,1.0,Dispensary | In-store purchases only | Recreational,(519) 972-6146,,"4140 Walker Rd 200 102, Windsor, ON N8W3T5",https://weedmaps.com/dispensaries/canna-cabana-windsor
Cloud Cannabis - Utica - REC 21+ ,"1,627 reviews",4.6,Dispensary | Order online | Recreational | Supports the Black community,(586) 788-7501,Adult-Use Retail: AU-R-000999,"44115 Van Dyke Ave, Utica, Michigan 48317",https://weedmaps.com/dispensaries/cloud-cannabis-utica-rec
PUFF Utica - Rec & Med ,"4,103 reviews",4.9,Dispensary | Order online | Medical & Recreational,(586) 788-7833,Adult-Use Retail: AU-R-000542 | Medical Retail: PC-000651,"44825 Van Dyke Ave., Utica, Michigan 48317",https://weedmaps.com/dispensaries/puff-utica-recreational-coming-soon
DACUT ,734 reviews,4.6,Dispensary | Order online | Medical & Recreational | Supports the Black community,(313) 499-1703,Medical Retail: PC-000496 | Adult-Use Retail: AU-R-000887,"12668 Gratiot Ave, Detroit, Michigan 48205",https://weedmaps.com/dispensaries/hod-gratiot
Spark Cannabis Co. ,254 reviews,4.9,Dispensary | Order online | Medical & Recreational,(989) 286-3676,Medical Retail: PC-000505 | Adult-Use Retail: AU-R-000704,"1345 Prospect Ave., Caro, Michigan 48723",https://weedmaps.com/dispensaries/spark-cannabis-co
The We Store - Tecumseh Road ,1 review,5.0,Dispensary | Order online | Recreational,(226) 773-0992,Adult-Use Retail: CRSA1172654,"6050 Tecumseh Road East, Windsor, ON N8T 1E3",https://weedmaps.com/dispensaries/the-we-store-tecumseh-rd
Terrasana Dispensaries - Springfield ,0,,Dispensary | In-store purchases only | Medical,(937) 230-6505,Medical Retail: MMD.0700085,"183 Raydo Circle, Springfield, Ohio 45506",https://weedmaps.com/dispensaries/terrasana-dispensaries-springfield
Ohio Cannabis Company ,0,,Dispensary | In-store purchases only | Medical,(740) 496-8420,Medical Retail: MMD.0700102,"17043 County Highway 113, Harpster, Ohio 43351",https://weedmaps.com/dispensaries/ohio-cannabis-company-1
LIV Cannabis: Detroit ,9 reviews,4.9,Dispensary | Order online | Recreational | Supports the Black community,(313) 228-0250,Adult-Use Retail: AU-R-000901,"12604 E Jefferson Ave, Detroit, Michigan 48215",https://weedmaps.com/dispensaries/liv-cannabis-detroit
House of Zen ,461 reviews,4.9,Dispensary | Order online | Recreational | Supports the Black community,(313) 744-7987,Adult-Use Retail: AU-R-000896,"14501 Mack Ave, Detroit, Michigan 48215",https://weedmaps.com/dispensaries/house-of-zen-2
Inhale Detroit ,283 reviews,4.8,Dispensary | Order online | Medical & Recreational | Supports the Black community,(313) 499-1078,Medical Retail: PC-000262 | Adult-Use Retail: AU-R-000907,"15670 E 8 Mile Rd., Detroit, Michigan 48205",https://weedmaps.com/dispensaries/inhale-detroit
URBNBUD - 7405 Tecumseh Rd E ,1 review,5.0,Dispensary | Order online | Recreational,(226) 674-4283,Adult-Use Retail: CRSA1172575,"7405 Tecumseh Road East, Windsor, ON N8T 1G2",https://weedmaps.com/dispensaries/urbnbud-windsor
One Plant - Tecumseh ,0,,Dispensary | In-store purchases only | Recreational,(519) 974-0600,,"7555 Tecumseh Road East, Windsor, ON N8T 1G2",https://weedmaps.com/dispensaries/one-plant-tecumseh
ShinyBud - Windsor ,3 reviews,3.3,Dispensary | In-store purchases only | Recreational,(226) 787-5795,Adult-Use Retail: CRSA1172456,"7833 Tecumseh Rd E, Windsor, ON N8T1G3",https://weedmaps.com/dispensaries/shinybud-windsor
Premier Cannabis Caro ,236 reviews,4.9,Dispensary | Order online | Medical & Recreational,(989) 882-0420,Medical Retail: PC-000534 | Adult-Use Retail: AU-R-000711,"1023 E CARO RD, CARO, Michigan 48723",https://weedmaps.com/dispensaries/premier-provisioning-centerllc
Oz Cannabis Detroit ,285 reviews,4.7,Dispensary | Order online | Recreational | Supports the Black community,(313) 332-5815,Adult-Use Retail: AU-R-000909,"16829 Harper Ave, Detroit, Michigan 48224",https://weedmaps.com/dispensaries/oz-cannabis
Cloud Cannabis - Detroit - REC 21+ ,"1,170 reviews",4.9,Dispensary | Order online | Recreational | Supports the Black community,(313) 766-2307,Adult-Use Retail: AU-R-000889,"16003 Mack Ave, Detroit, Michigan 48224",https://weedmaps.com/dispensaries/cloud-cannabis-6
Jailhouse Cannabis - Mancelona ,25 reviews,5.0,Dispensary | Order online | Recreational,(231) 916-2443,Adult-Use Retail: AU-R-000600,"101 E State St, Mancelona, Michigan 49659",https://weedmaps.com/dispensaries/jailhouse-cannabis
On the Cannabis Side ,3 reviews,2.3,Dispensary | In-store purchases only | Recreational,(519) 739-3323,Adult-Use Retail: CRSA1209902,"13300 TECUMSEH RD E UNIT 155, TECUMSEH, ON N8N 4R8",https://weedmaps.com/dispensaries/on-the-cannabis-side
Green Pharm - Mancelona -Recreational ,50 reviews,5.0,Dispensary | Order online | Recreational,(231) 280-0131,Adult-Use Retail: AU-R-000971,"107 E State Street, Mancelona, Michigan 49659",https://weedmaps.com/dispensaries/bloomhill-llc
Sessions Cannabis - Lakeshore ,0,,Dispensary | In-store purchases only | Recreational,(519) 735-7374,Adult-Use Retail: CRSA1172584,"35 Amy Croft Unit 5, Lakeshore, ON N9K 1C7",https://weedmaps.com/dispensaries/sessions-cannabis-windsor-lakeshore
Dispo Romeo ,978 reviews,4.9,Dispensary | Order online | Recreational,(586) 500-1111,Adult-Use Retail: AU-R-000716,"100 Shafer Dr, Romeo, Michigan 48065",https://weedmaps.com/dispensaries/dispo-5
Alton Dispensary ,1 review,4.0,Dispensary | In-store purchases only | Recreational,(618) 330-0420,Adult-Use Retail: 284.000169-AUDO,"1400 E Broadway, Alton, Illinois 62002",https://weedmaps.com/dispensaries/alton-dispensary-1
Ethos Dispensary – Lebanon (formerly About Wellness Ohio) ,0,,Dispensary | In-store purchases only | Medical,(513) 970-2080,Medical Retail: MMD.0700093,"1525 Genntown Drive, Unit B-5, Lebanon, Ohio 45036",https://weedmaps.com/dispensaries/ethos-dispensary-lebanon-formerly-about-wellness-ohio
Nectar - Cincinnati ,0,,Dispensary | In-store purchases only | Medical,(513) 386-8586,Medical Retail: MMD.0700136,"3405 Werk Rd, Cincinnati, Ohio 45211",https://weedmaps.com/dispensaries/nectar-4128
JARS Cannabis - Mt Clemens ,481 reviews,4.9,Dispensary | Order online | Recreational,(586) 765-0032,Adult-Use Retail: AU-R-000866 | Medical Retail: PC-000751,"101 N Groesbeck Hwy, Mt Clemens, Michigan 48043",https://weedmaps.com/dispensaries/jars-mt-clemens
Olean's ,10 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(231) 447-9333,Adult-Use Retail: AU-R-000589,"776 Mill St., Northport, Michigan 49670",https://weedmaps.com/dispensaries/oleans
Zen Leaf Cincinnati ,0,,Dispensary | In-store purchases only | Medical,(513) 440-6340,Medical Retail: MMD.0700066,"8420 Vine Street, Cincinnati, Ohio 45216",https://weedmaps.com/dispensaries/zen-leaf-cincinnati
Boondom - Essex ,0,,Dispensary | In-store purchases only | Recreational,(519) 961-9038,Adult-Use Retail: CRSA1206960,"169 Talbot St S, Suite 4, Essex, ON N8M 1B7",https://weedmaps.com/dispensaries/boondom-essex
Tony's Joint ,0,,Dispensary | In-store purchases only | Recreational,(519) 961-9280,,"5-20 Talbot St S, Essex, ON N8M 1A7",https://weedmaps.com/dispensaries/tony-s-joint
Green Temple ,3 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(618) 505-0054,Adult-Use Retail: 284.000168-AUDO,"904 Edwardsville Rd, Troy, Illinois 62294",https://weedmaps.com/dispensaries/green-temple-3
Humblebee Products- Adult Use ,408 reviews,4.8,Dispensary | Order online | Recreational,(989) 745-6575,Adult-Use Retail: AU-R-000189,"6974 N. Old 27, Frederic, Michigan 49733",https://weedmaps.com/dispensaries/humblebee-products-adult-use
Terrabis - Grayville ,2 reviews,5.0,Dispensary | In-store purchases only | Recreational,(970) 471-5000,Adult-Use Retail: 284.000227-AUDO,"105 Koehler St., Grayville, Illinois 62844",https://weedmaps.com/dispensaries/terrabis-grayville
Verilife - Cincinnati ,0,,Dispensary | In-store purchases only | Medical,(513) 599-1550,Medical Retail: MMD.0700029,"5431 Ridge Avenue, Cincinnati, Ohio 45213",https://weedmaps.com/dispensaries/verilife-cincinnati
The We Store - Belle River ,2 reviews,5.0,Dispensary | Order online | Recreational,(226) 773-1059,Adult-Use Retail: CRSA1172749,"1303 Essex County Rd 22, Unit 180, Belle River, ON N0R 1A0",https://weedmaps.com/dispensaries/the-we-store-belle-river
Sunnyside Medical Marijuana Dispensary – Cincinnati ,0,,Dispensary | In-store purchases only | Medical,(513) 214-1954,Medical Retail: MMD.0700063,"5149 Kennedy Avenue, Cincinnati, Ohio 45213",https://weedmaps.com/dispensaries/sunnyside-medical-marijuana-dispensary-cincinnati
Story of Cincinnati ,0,,Dispensary | In-store purchases only | Medical,(513) 538-3975,Medical Retail: MMD.0700122,"3950 Edwards Rd., Cincinnati, Ohio 45209-1928",https://weedmaps.com/dispensaries/story-of-cincinnati
Sunnyside Medical Marijuana Dispensary – Marion ,0,,Dispensary | In-store purchases only | Medical,(740) 672-3706,Medical Retail: MMD.0700062,"326 James Way, Marion, Ohio 43302",https://weedmaps.com/dispensaries/sunnyside-medical-marijuana-dispensary-marion
10 Seventeen Cannabis ,0,,Dispensary | In-store purchases only | Recreational,(519) 715-9331,,"571 Notre Dame Street Suite A, Belle River, ON N0R 1A0",https://weedmaps.com/dispensaries/10-seventeen-cannabis
The Forest Sandusky ,0,,Dispensary | In-store purchases only | Medical | Supports the Black community,(419) 405-6863,Medical Retail: MMD.0700006,"1651 Tiffin Ave, Sandusky, Ohio 44870",https://weedmaps.com/dispensaries/the-forest-ohio-llc
PURE |REC & MED| New Baltimore ,"2,569 reviews",4.9,Dispensary | Order online | Medical & Recreational | Supports the Black community,(586) 710-7873,Adult-Use Retail: AU-R-000584 | Medical Retail: PC-000736,"51543 Industrial Dr., New Baltimore, Michigan 48726",https://weedmaps.com/dispensaries/pure-new-baltimore-recreational-medical
MindRight ,848 reviews,4.9,Dispensary | Order online | Recreational,(586) 816-9333,Adult-Use Retail: AU-R-000732,"51525 Industrial Dr., New Baltimore, Michigan 48047",https://weedmaps.com/dispensaries/mindright-llc-2
Cloud Cannabis - New Baltimore - REC 21+ ,536 reviews,4.9,Dispensary | Order online | Recreational | Supports the Black community,(586) 210-6607,Adult-Use Retail: AU-R-000707,"35269 Cricklewood Blvd, New Baltimore, Michigan 48047",https://weedmaps.com/dispensaries/cloud-cannabis-new-baltimore
Cookies St. Louis ,401 reviews,4.8,Dispensary | Order online | Medical & Recreational,(314) 882-2569,Medical Retail: DIS000004 | Adult-Use Retail: DIS000004,"11088 New Halls Ferry Road, Florissant, Missouri 63136",https://weedmaps.com/dispensaries/3fifteen-primo-florissant
BLYSS DISPENSARY - COMING SOON! ,0,,Dispensary | In-store purchases only | Recreational,,Adult-Use Retail: 284.000226-AUDO,"610 South 42nd Street Suite B, Mount Vernon, Illinois 62864",https://weedmaps.com/dispensaries/blyss-dispensary
Feel State - Florissant ,457 reviews,5.0,Dispensary | Order online | Recreational,(314) 254-0044,Medical Retail: DIS000055 | Adult-Use Retail: DIS000055,"444 Howdershell Rd., Florissant, Missouri 63031",https://weedmaps.com/dispensaries/feel-state-florissant
Canna Klub - Luzerne ,110 reviews,4.9,Dispensary | Order online | Medical & Recreational,(989) 826-8000,Medical Retail: PC-000409 | Adult-Use Retail: AU-R-000425,"2165 Ryno Road, Luzerne, Michigan 48636",https://weedmaps.com/dispensaries/canna-klub-1
Terrabis - Hazelwood ,7 reviews,3.6,Dispensary | In-store purchases only | Medical & Recreational,(314) 942-0935,Medical Retail: DIS000027 | Adult-Use Retail: DIS000027,"7766 N. Lindbergh Blvd, Hazelwood, Missouri 63042",https://weedmaps.com/dispensaries/terrabis-hazelwood
Uplift - Milford ,0,,Dispensary | In-store purchases only | Medical,(513) 399-8377,Medical Retail: MMD.0700140,"401 Rivers Edge Drive, Milford, Ohio 45150",https://weedmaps.com/dispensaries/uplift-milford
Pure Ohio Wellness - London ,0,,Dispensary | In-store purchases only | Medical,(740) 910-5420,Medical Retail: MMD.0700055,"920 US Highway 42W, London, Ohio 43140",https://weedmaps.com/dispensaries/pure-ohio-wellness-1
Joyology of Memphis ,40 reviews,5.0,Dispensary | Order online | Recreational,(810) 366-3111,Adult-Use Retail: AU-R-001055,"35005 Boardman, Memphis, Michigan 48041",https://weedmaps.com/dispensaries/joyology-of-memphis
Greenlight - Rock Hill ,13 reviews,4.9,Dispensary | Order online | Medical & Recreational,(844) 785-9333,Medical Retail: DIS000005 | Adult-Use Retail: DIS000005,"9800 Manchester Road, St. Louis, Missouri 63119",https://weedmaps.com/dispensaries/greenlight-st-louis-coming-soon
True North Cannabis Co. - Leamington ,1 review,5.0,Dispensary | Order online | Recreational,(519) 322-4699,Adult-Use Retail: CRSA1193238,"3-11 Erie St. S., Leamington, ON N8H 3A6",https://weedmaps.com/dispensaries/true-north-cannabis-co-leamington
The Cannabis Retail Store ,0,,Dispensary | In-store purchases only | Recreational,(226) 918-6257,Adult-Use Retail: CROL1179132,"288 Erie St S, Unit 4, Leamington, ON N8H 3C5",https://weedmaps.com/dispensaries/the-cannabis-retail-store-leamington
Greenlight - Ferguson ,25 reviews,5.0,Dispensary | Order online | Medical & Recreational | Supports the Black community,(844) 785-9333,Medical Retail: DIS000049 | Adult-Use Retail: DIS000049,"517 S Florissant, Ferguson, Missouri 63135",https://weedmaps.com/dispensaries/greenlight-ferguson-coming-soon
Beyond Hello - Cincinnati ,0,,Dispensary | In-store purchases only | Medical,(513) 993-3993,Medical Retail: MMD.0700098,"693 Old State Rte 74, Cincinnati, Ohio 45245",https://weedmaps.com/dispensaries/beyond-hello-cincinnati
Greenlight - Berkeley ,40 reviews,4.5,Dispensary | Order online | Medical & Recreational,(844) 785-9333,Medical Retail: DIS000018 | Adult-Use Retail: DIS000018,"4451 Brown Rd, Berkeley, Missouri 63134",https://weedmaps.com/dispensaries/greenlight-berkeley-coming-soon
Dunegrass Co. - Gaylord ,14 reviews,4.9,Dispensary | Order online | Recreational,(989) 448-2020,Adult-Use Retail: AU-R-000677,"2678 S Otsego Ave Suite B, Gaylord, Michigan 49735",https://weedmaps.com/dispensaries/dunegrass-co-1
Heya Wellness St Ann ,123 reviews,4.8,Dispensary | In-store purchases only | Medical & Recreational,(314) 656-6362,Medical Retail: DIS000020 | Adult-Use Retail: DIS000020,"10417A St Charles Rock Road, St Ann, Missouri 63042",https://weedmaps.com/dispensaries/heya-wellness-st-ann-1
Proper Cannabis - Bridgeton ,3 reviews,3.7,Dispensary | Order online | Medical & Recreational,(314) 279-8675,Medical Retail: DIS000208 | Adult-Use Retail: DIS000208,"12430 St. Charles Rock Road, Bridgeton, Missouri 63044",https://weedmaps.com/dispensaries/proper-cannabis-bridgeton
Good Day Farm - St. Ann ,5 reviews,3.4,Dispensary | Order online | Medical & Recreational,(314) 266-9903,Medical Retail: DIS000058 | Adult-Use Retail: DIS000058,"10834 St Charles Rock Rd #1508, St. Ann, Missouri 63074",https://weedmaps.com/dispensaries/good-day-farm-st-ann
Bear River Dispensary ,0,,Dispensary | In-store purchases only | Medical,(740) 262-8198,Medical Retail: MMD.04108,"26 Moore St, Delaware, Ohio 43015",https://weedmaps.com/dispensaries/bear-river-dispensary
Viola STL Olive ,9 reviews,4.0,Dispensary | Order online | Medical & Recreational | Supports the Black community,(314) 998-4652,Medical Retail: DIS000043 | Adult-Use Retail: DIS000043,"2001 Olive Street, St. Louis, Missouri 63103",https://weedmaps.com/dispensaries/viola-missouri-coming-soon
Cloud Cannabis - Gaylord - REC 21+ ,"1,212 reviews",4.9,Dispensary | Order online | Recreational | Supports the Black community,(989) 217-9307,Adult-Use Retail: AU-R-000980,"710 Edelweiss Village Pkwy, Gaylord, Michigan 49735",https://weedmaps.com/dispensaries/cloud-cannabis-co-gaylord
Exclusive Gaylord ,19 reviews,5.0,Dispensary | Order online | Recreational,(989) 448-4859,Adult-Use Retail: AU-R-000882,"1385 W Main St, Gaylord, Michigan 49735",https://weedmaps.com/dispensaries/exclusive-gaylord
Beyond Hello - St. Louis Metro East ,6 reviews,4.5,Dispensary | In-store purchases only | Medical & Recreational,(618) 874-9800,Adult-Use Retail: AUDO.000079,"1401 Mississippi Ave Suite 17, Sauget, Illinois 62201",https://weedmaps.com/dispensaries/beyond-hello-sauget-rte-3
Great Lakes Exotics Cannabis Company North ,24 reviews,4.9,Dispensary | Order online | Recreational | Supports the Black community,(989) 448-8588,Adult-Use Retail: AU-R-000931,"820 W. Main Street, Gaylord, Michigan 49735",https://weedmaps.com/dispensaries/great-lakes-exotics-cannabis-company-1
Good Day Farm - St. Louis ,27 reviews,4.4,Dispensary | Order online | Medical & Recreational,(314) 328-6772,Medical Retail: DIS000038 | Adult-Use Retail: DIS000038,"20 South Euclid Avenue, St. Louis, Missouri 63108",https://weedmaps.com/dispensaries/good-day-farm-st-louis-cwe
SWADE Cannabis - Delmar ,1 review,5.0,Dispensary | In-store purchases only | Medical & Recreational,(314) 924-6500,Adult-Use Retail: DIS000002 | Medical Retail: DIS000002,"6166 DELMAR BLVD, ST LOUIS, Missouri 63112",https://weedmaps.com/dispensaries/swade-cannabis-delmar
Kind Goods - St. Peters ,111 reviews,4.6,Dispensary | Order online | Medical & Recreational,(636) 626-2300,Medical Retail: DIS000159 | Adult-Use Retail: DIS000159,"3899 Veterans Memorial Pkwy, Saint Peters, Missouri 63376",https://weedmaps.com/dispensaries/kind-goods-st-peters
Heya Wellness St Charles ,0,,Dispensary | In-store purchases only | Medical & Recreational,(636) 344-0767,Medical Retail: DIS000168 | Adult-Use Retail: DIS000168,"4300 North Service Road, St Peters, Missouri 63376",https://weedmaps.com/dispensaries/heya-wellness-st-charles
Good Day Farm - University City ,12 reviews,4.8,Dispensary | Order online | Medical,(314) 530-7931,Medical Retail: DIS000031,"6662 Delmar Blvd Suite A, University City, Missouri 63130",https://weedmaps.com/dispensaries/good-day-farm-university-city
SWADE Cannabis - St. Peters ,10 reviews,3.6,Dispensary | In-store purchases only | Medical,(314) 924-6500,Medical Retail: DIS000151,"146 Jungermann Road, St. Peters, Missouri 63376",https://weedmaps.com/dispensaries/swade-cannabis
SWADE Cannabis - The Grove ,2 reviews,3.5,Dispensary | In-store purchases only | Medical & Recreational,(314) 924-6500,Adult-Use Retail: DIS000195 | Medical Retail: DIS000195,"4108 MANCHESTER AVE, ST LOUIS, Missouri 63110",https://weedmaps.com/dispensaries/swade-cannabis-the-grove
Beyond Hello - Goose Lake ,"1,214 reviews",4.5,Dispensary | In-store purchases only | Recreational,(618) 663-4311,Adult-Use Retail: AUDO.000048,"2021 Goose Lake Road, Sauget, Illinois 62206",https://weedmaps.com/dispensaries/the-green-solution-illinois-sauget
The Mint Cannabis St Peters ,143 reviews,5.0,Dispensary | In-store purchases only | Medical & Recreational,(636) 387-1144,Medical Retail: DIS000161 | Adult-Use Retail: DIS000161,"150 Mid Rivers Mall Cir, Saint Peters, Missouri 63376",https://weedmaps.com/dispensaries/the-mint-cannabis-st-peters
The Fire Station Cannabis Co - Hannahville ,37 reviews,4.5,Dispensary | In-store purchases only | Recreational | Supports the Black community,(906) 723-2222,Adult-Use Retail: AU-R-000443,"W365 US-2, Harris, Michigan 49855",https://weedmaps.com/dispensaries/the-fire-station-cannabis-co-hannahville
SWADE Cannabis - Cherokee ,0,,Dispensary | In-store purchases only | Medical & Recreational,(314) 924-6500,Adult-Use Retail: DIS000034 | Medical Retail: DIS000034,"2316 CHEROKEE ST, ST LOUIS, Missouri 63118",https://weedmaps.com/dispensaries/swade-cannabis-cherokee
Root 66 - Dogtown ,3 reviews,5.0,Dispensary | In-store purchases only | Medical & Recreational,(314) 282-7978,Medical Retail: DIS000036 | Adult-Use Retail: DIS000036,"6660 Manchester Ave, Saint Louis, Missouri 63139",https://weedmaps.com/dispensaries/root-66-dogtown
Root 66 - St Peters ,2 reviews,5.0,Dispensary | In-store purchases only | Medical,+36 33 738 329,Medical Retail: Dis000098,"3004 S St Peters Pwky, St Charles, Missouri 63303",https://weedmaps.com/dispensaries/root-66-st-peters
