,Store Name,Number Reviews,Avg Rating,Phone Number,Licenses,Address,Medical_ID?,Adult-Use_ID?,Dispensary,In-store purchases only,Order online,Supports the Black community,State,Medical Store?,Recreational Store?
253,High Profile - Webberville ,22 reviews,4.0,(517) 992-5140,Adult-Use Retail: AU-R-000705,"831 Highview Drive, Webberville, Michigan 48892",0.0,1.0,1,0,1,0,Michigan,False,True
254,GAGE Adrian ,515 reviews,4.2,(888) 424-3463,Medical Retail: PC-000784 | Adult-Use Retail: AU-R-000693,"922 S. Main Street, Adrian, Michigan 49221",1.0,1.0,1,0,1,0,Michigan,True,True
255,Heads Cannabis Co ,304 reviews,4.7,(517) 662-4197,Medical Retail: PC-000348 | Adult-Use Retail: AU-R-000231,"913 South Main Street, Adrian, Michigan 49221",1.0,1.0,1,0,1,0,Michigan,False,True
256,Amazing Budz (Recreational & Medical) ,801 reviews,4.8,(517) 759-4012,Adult-Use Retail: AU-R-000225 | Medical Retail: PC-000111,"1301 S Main Street, Adrian, Michigan 49221",1.0,1.0,1,0,1,1,Michigan,True,True
257,MSC3 ,34 reviews,4.9,(517) 577-6216,Medical Retail: PC-000083 | Adult-Use Retail: AU-R-000871,"717 Division St, Adrian, Michigan 49221",1.0,1.0,1,0,1,0,Michigan,True,True
258,EndoVibe ,192 reviews,4.9,(517) 429-3636,Adult-Use Retail: AU-R-000653 | Medical Retail: PC-000533,"307 East Beecher St., Adrian, Michigan 49221",1.0,1.0,1,0,1,0,Michigan,True,True
259,Fire Island ,8 reviews,3.6,(989) 533-3133,Adult-Use Retail: AU-R-000763,"5957 N. State RD, Alma, Michigan 48801",0.0,1.0,1,0,1,0,Michigan,False,True
260,NORTH COAST ,799 reviews,4.9,(517) 759-4428,Adult-Use Retail: AU-R-000222 | Medical Retail: PC-000283,"922 EAST BEECHER ST, Adrian, Michigan 49221",1.0,1.0,1,0,1,1,Michigan,True,True
261,Pure Options cannabis Dispensary Mt. Pleasant ,233 reviews,4.3,(989) 444-5115,Medical Retail: PC-000415 | Adult-Use Retail: AU-R-000789,"2157 S. Mission St, Mt Pleasant, Michigan 48858",1.0,1.0,1,0,1,1,Michigan,True,True
262,Timber Cannabis Co - COMING SOON ,0,,,Adult-Use Retail: AU-R-001082,"212 W. Pickard St., Suite A, Mt. Pleasant, Michigan 48858",0.0,1.0,1,1,0,0,Michigan,False,True
263,JARS Cannabis - Mt Pleasant ,"1,856 reviews",4.9,(989) 572-0400,Adult-Use Retail: AU-R-000766,"1207 East Pickard Road, Mt. Pleasant, Michigan 48858",0.0,1.0,1,0,1,1,Michigan,False,True
264,Homegrown Cannabis Company- Owosso - Recreational ,85 reviews,4.5,(989) 273-6030,Adult-Use Retail: AU-R-000508 | Medical Retail: PC-000640,"117 E Main st, Owosso, Michigan 48867",1.0,1.0,1,0,1,1,Michigan,True,True
265,JARS Cannabis - Owosso ,936 reviews,4.8,(989) 494-5155,Medical Retail: PC-000780 | Adult-Use Retail: AU-R-000683,"200 E Main St., Owosso, Michigan 48667",1.0,1.0,1,0,1,0,Michigan,True,True
266,Quality Roots - Corunna ,291 reviews,4.9,(989) 472-9500,Adult-Use Retail: AU-R-000730,"898 W Corunna Ave, Corunna, Michigan 48817",0.0,1.0,1,0,1,0,Michigan,False,True
267,The Grass Pro Shop ,33 reviews,5.0,(989) 494-0025,Adult-Use Retail: AU-R-000845,"115 N Shiawassee Street, Corunna, Michigan 48817",0.0,1.0,1,0,1,0,Michigan,False,True
268,Discount Buds ,14 reviews,4.7,(989) 472-3079,Adult-Use Retail: AU-R-000859,"303 E McNeil st., Corunna, Michigan 48817",0.0,1.0,1,0,1,0,Michigan,False,True
269,RISE Dispensaries Effingham ,50 reviews,3.2,(217) 727-7715,Medical Retail: 280.000042-DISP,"1011 Ford Ave, Suite C, Effingham, Illinois 62401",1.0,0.0,1,1,0,1,Illinois,True,False
270,Rush Cannabis - Saline ,14 reviews,5.0,(734) 977-7874,Adult-Use Retail: AU-R-000938,"751 W. Michigan Ave, Saline, Michigan 48176",0.0,1.0,1,0,1,0,Michigan,False,True
271,High Society Saline ,27 reviews,4.8,(734) 470-6023,Adult-Use Retail: AU-R-000970,"465 E Michigan Ave, Saline, Michigan 48176",0.0,1.0,1,0,1,0,Michigan,False,True
272,Dunegrass Co. - Cadillac ,21 reviews,3.9,(231) 468-2486,Adult-Use Retail: AU-R-000422,"115 N Mitchell St, Cadillac, Michigan 49601",0.0,1.0,1,0,1,0,Michigan,False,True
273,Curaleaf - Ann Arbor (Recreational) ,607 reviews,4.7,(734) 234-1923,Adult-Use Retail: AU-R-000154 | Medical Retail: PC-000265,"2730 Jackson Ave, Ann Arbor, Michigan 48103",1.0,1.0,1,1,0,0,Michigan,True,True
274,Winewood Organics ,109 reviews,4.9,(734) 929-2297,Microbusiness: AU-MB-000105,"2394 Winewood Ave, Ann Arbor, Michigan 48103",0.0,0.0,1,0,1,1,Michigan,False,True
275,Cookies Ann Arbor ,47 reviews,3.9,(734) 436-1551,Adult-Use Retail: AU-R-000562,"2460 W. Stadium Blvd., Ann Arbor, Michigan 48103",0.0,1.0,1,0,1,0,Michigan,False,True
276,The Hempire Collective ,276 reviews,4.7,(989) 424-6665,Adult-Use Retail: AU-R-000296,"10143 N Loomis Rd, Clare, Michigan 48617",0.0,1.0,1,0,1,0,Michigan,False,True
277,Quality Roots - Hamtramck ,440 reviews,4.8,(313) 263-0360,Adult-Use Retail: AU-R-000346,"2024 Caniff Street, Hamtramck, Michigan 48212",0.0,1.0,1,0,1,1,Michigan,False,True
278,PUFF Hamtramck - RECREATIONAL 21+ ,"3,777 reviews",5.0,(313) 552-4200,Adult-Use Retail: AU-R-000349,"11941 Joseph Campau Street, Hamtramck, Michigan 48212",0.0,1.0,1,0,1,1,Michigan,False,True
279,HOUSE OF DANK 8 MILE MED ,45 reviews,4.8,(833) 746-7463,Medical Retail: PC-000178,"3340 East 8 Mile Rd., Detroit, Michigan 48234",1.0,0.0,1,0,1,1,Michigan,True,False
280,HOUSE OF DANK 8 MILE REC ,"3,198 reviews",4.5,(833) 746-7463,Adult-Use Nonstorefront: AU-R-000894,"3340 East 8 Mile Rd., East Detroit, Michigan 48234",0.0,1.0,1,0,1,1,Michigan,False,True
281,Greentown Cannabis - Windsor ,23 reviews,4.8,(519) 258-1919,Adult-Use Retail: CSRA1172693,"74 Chatham St W, Windsor, ON N9A 5M6",0.0,1.0,1,0,1,0,,False,True
282,J. Supply Co. ,1 review,5.0,(519) 915-0605,Adult-Use Retail: CRSA1178258,"545 Ouellette Ave, Windsor, ON N9A 4J3",0.0,1.0,1,1,0,1,,False,True
283,RISE Dispensaries Quincy ,21 reviews,3.7,(217) 214-7473,Adult-Use Retail: 284.000047-AUDO,"2703 Broadway St., Quincy, Illinois 62301",0.0,1.0,1,1,0,1,Illinois,False,True
284,Terrasana Dispensaries - Fremont ,0,,(419) 463-2703,Medical Retail: MMD.0700088,"1800 E State St, Fremont, Ohio 43420",1.0,0.0,1,1,0,0,Ohio,True,False
285,Greenlight District - Windsor ,1 review,5.0,(519) 915-3180,Adult-Use Retail: CRSA1201391,"125 Tecumseh Rd W, Windsor, ON N8X 1E8",0.0,1.0,1,1,0,1,,False,True
286,Herbal Remedies Dispensary - 1837 Broadway ,2 reviews,5.0,(217) 214-4372,Adult-Use Retail: 284.000062.AUDO,"1837 Broadway, Quincy, Illinois 62301",0.0,1.0,1,1,0,0,Illinois,False,True
287,Cookies Detroit ,954 reviews,3.8,(313) 242-0680,Medical Retail: PC-000368 | Adult-Use Retail: AU-R-000908,"6030 E. Eight Mile Rd, Detroit, Michigan 48234",1.0,1.0,1,0,1,1,Michigan,True,True
288,Five & Dime (Medical) ,"2,576 reviews",4.6,(313) 733-6006,Medical Retail: PC-000205,"20561 Dwyer St, Detroit, Michigan 48234",1.0,0.0,1,0,1,0,Michigan,True,False
289,Harvest of Ohio - Beavercreek ,0,,(937) 696-0029,,"4370 Tonawanda Trail, Beavercreek, Ohio 45430",,,1,1,0,1,Ohio,True,False
290,The We Store - Wyandotte St E ,3 reviews,5.0,(226) 782-6347,Adult-Use Retail: CRSA1172705,"1565 Wyandotte St E, Windsor, ON N9A 3L3",0.0,1.0,1,0,1,0,,False,True
291,FIKA Local Herbal Goods - Windsor ,0,,(226) 783-6236,Adult-Use Retail: CRSA1200995,"3222A Dougall Avenue, Windsor, ON N9E 1S6",0.0,1.0,1,1,0,0,,False,True
292,True North Cannabis Co. - Windsor ,0,,(226) 826-0900,Adult-Use Retail: CRSA1190776,"1368 Ottawa St, Windsor, ON N8X 2E8",0.0,1.0,1,1,0,0,,False,True
293,Lemonnade Centerline ,8 reviews,5.0,(586) 200-4911,Medical Retail: PC-000844 | Adult-Use Retail: AU-R-000900,"24729 Sherwood Ave, Centerline, Michigan 48015",1.0,1.0,1,0,1,0,Michigan,False,True
294,Leaf and Bud Center Line - Recreational ,216 reviews,4.7,(833) 532-3283,Adult-Use Retail: AU-R-000835,"23860 Sherwood St Suite A, Center Line, Michigan 48015",0.0,1.0,1,0,1,0,Michigan,False,True
295,Nirvana Center - Center Line (REC) ,247 reviews,4.4,(586) 782-4936,Adult-Use Retail: AU-R-000390,"24280 Sherwood Ave, Center Line, Michigan 48015",0.0,1.0,1,0,1,1,Michigan,False,True
296,Levels Cannabis ,200 reviews,4.5,(586) 501-3483,Adult-Use Retail: AU-R-000497,"23968 Sherwood, Center Line, Michigan 48015",0.0,1.0,1,1,0,1,Michigan,False,True
297,Mood Provisioning Center - Center Line ,55 reviews,4.6,(586) 806-5783,Adult-Use Retail: AU-R-000756,"24320 Sherwood Ave, Center Line, Michigan 48015",0.0,1.0,1,0,1,0,Michigan,False,True
298,Herbology Cannabis Co. - West Branch GRAND OPENING OCTOBER 27 ,0,,(989) 312-3150,Adult-Use Retail: AU-R-001079,"518 E Houghton ave, west branch, Michigan 48661",0.0,1.0,1,0,1,0,Michigan,False,True
299,CannaSavvy Cannabis Co ,2 reviews,5.0,(519) 256-6262,Distributor: CRSA1190601,"3395 Howard Avenue, Windsor, ON N9E3N6",0.0,0.0,1,1,0,0,,False,True
300,Joyology Center Line ,269 reviews,4.9,(586) 838-1010,Adult-Use Retail: AU-R-000421,"26550 Liberal St, Center Line, Michigan 48015",0.0,1.0,1,0,1,0,Michigan,False,True
301,JARS Cannabis - Center Line ,303 reviews,4.8,(810) 310-8585,Adult-Use Retail: AU-R-000657,"26700 Liberal St Suite 1, Centerline, Michigan 48015",0.0,1.0,1,0,1,0,Michigan,False,True
302,Pure Roots Centerline ,50 reviews,4.3,(586) 619-8445,Adult-Use Retail: AU-R-000607 | Medical Retail: PC-000749,"26673 Lawrence Ave., Centerline, Michigan 48015",1.0,1.0,1,0,1,0,Michigan,True,True
303,HOUSE OF DANK CENTER LINE REC ,366 reviews,4.3,(833) 746-7463,Adult-Use Retail: AU-R-000391,"26829 Lawrence, Center Line, Michigan 48015",0.0,1.0,1,0,1,1,Michigan,False,True
304,The Grove ,180 reviews,4.8,(586) 501-3310,Adult-Use Retail: AU-R-000626,"26352 Lawrence Ave, Center Line, Michigan 48015",0.0,1.0,1,0,1,0,Michigan,False,True
305,Sessions Cannabis - Windsor ,0,,(519) 250-7374,Adult-Use Retail: CRSA1172660,"402-650 Division Rd, Windsor, ON N8X 0A8",0.0,1.0,1,1,0,0,,False,True
306,One Plant - Walkerville ,1 review,4.0,(519) 915-0552,Adult-Use Retail: CRSA1185367,"1320 Walker Road, Windsor, ON N8Y 4T4",0.0,1.0,1,1,0,0,,False,True
307,The Forest Springfield ,0,,(937) 471-4440,Medical Retail: MMD.0700056,"1711 W Main St, Springfield, Ohio 45504",1.0,0.0,1,1,0,0,Ohio,True,False
308,Columbia Care - Monroe ,0,,(513) 506-1857,Medical Retail: MMD.0700072,"300 North Main Street, Monroe, Ohio 45050",1.0,0.0,1,1,0,0,Ohio,True,False
309,Riverside Provisioning ,0,,(989) 745-6757,Adult-Use Retail: AU-R-000186,"11845 W M-72, Grayling, Michigan 49738",0.0,1.0,1,0,1,0,Michigan,False,True
310,King of Budz - Detroit ,"1,335 reviews",4.9,(313) 571-3558,Adult-Use Retail: AU-R-000936,"10457 Gratiot Ave, Detroit, Michigan 48213",0.0,1.0,1,0,1,0,Michigan,False,True
311,JARS Cannabis - East Detroit ,"5,579 reviews",4.8,(586) 298-6440,Medical Retail: PC-000394 | Adult-Use Retail: AU-R-000890,"11400 East 8 Mile RD Suite A, Detroit, Michigan 48205",1.0,1.0,1,0,1,0,Michigan,True,True
312,The Higher Cannabis Company - Windsor ,8 reviews,4.5,(519) 966-2525,Adult-Use Retail: CROL1179268,"3407 Walker Rd, Windsor, ON N8W 3S2",0.0,1.0,1,0,1,1,,False,True
313,The We Store - Walker Rd ,12 reviews,4.7,(226) 280-1422,Adult-Use Retail: CRSA1175252,"4050 Walker Rd Unit 300, Windsor, ON N0R1A0",0.0,1.0,1,0,1,0,,False,True
314,Gingers Cannabis ,0,,(226) 722-4367,Adult-Use Retail: CRSA1213114,"5580 Walker Rd. Unit #2 RR1, Oldcastle, ON N0R1L0",0.0,1.0,1,0,1,0,,False,True
315,Canna Cabana - Windsor ,1 review,1.0,(519) 972-6146,,"4140 Walker Rd 200 102, Windsor, ON N8W3T5",,,1,1,0,0,,False,True
316,Cloud Cannabis - Utica - REC 21+ ,"1,627 reviews",4.6,(586) 788-7501,Adult-Use Retail: AU-R-000999,"44115 Van Dyke Ave, Utica, Michigan 48317",0.0,1.0,1,0,1,1,Michigan,False,True
317,PUFF Utica - Rec & Med ,"4,103 reviews",4.9,(586) 788-7833,Adult-Use Retail: AU-R-000542 | Medical Retail: PC-000651,"44825 Van Dyke Ave., Utica, Michigan 48317",1.0,1.0,1,0,1,0,Michigan,True,True
318,DACUT ,734 reviews,4.6,(313) 499-1703,Medical Retail: PC-000496 | Adult-Use Retail: AU-R-000887,"12668 Gratiot Ave, Detroit, Michigan 48205",1.0,1.0,1,0,1,1,Michigan,True,True
319,Spark Cannabis Co. ,254 reviews,4.9,(989) 286-3676,Medical Retail: PC-000505 | Adult-Use Retail: AU-R-000704,"1345 Prospect Ave., Caro, Michigan 48723",1.0,1.0,1,0,1,0,Michigan,True,True
320,The We Store - Tecumseh Road ,1 review,5.0,(226) 773-0992,Adult-Use Retail: CRSA1172654,"6050 Tecumseh Road East, Windsor, ON N8T 1E3",0.0,1.0,1,0,1,0,,False,True
321,Terrasana Dispensaries - Springfield ,0,,(937) 230-6505,Medical Retail: MMD.0700085,"183 Raydo Circle, Springfield, Ohio 45506",1.0,0.0,1,1,0,0,Ohio,True,False
322,Ohio Cannabis Company ,0,,(740) 496-8420,Medical Retail: MMD.0700102,"17043 County Highway 113, Harpster, Ohio 43351",1.0,0.0,1,1,0,0,Ohio,True,False
323,LIV Cannabis: Detroit ,9 reviews,4.9,(313) 228-0250,Adult-Use Retail: AU-R-000901,"12604 E Jefferson Ave, Detroit, Michigan 48215",0.0,1.0,1,0,1,1,Michigan,False,True
324,House of Zen ,461 reviews,4.9,(313) 744-7987,Adult-Use Retail: AU-R-000896,"14501 Mack Ave, Detroit, Michigan 48215",0.0,1.0,1,0,1,1,Michigan,False,True
325,Inhale Detroit ,283 reviews,4.8,(313) 499-1078,Medical Retail: PC-000262 | Adult-Use Retail: AU-R-000907,"15670 E 8 Mile Rd., Detroit, Michigan 48205",1.0,1.0,1,0,1,1,Michigan,True,True
326,URBNBUD - 7405 Tecumseh Rd E ,1 review,5.0,(226) 674-4283,Adult-Use Retail: CRSA1172575,"7405 Tecumseh Road East, Windsor, ON N8T 1G2",0.0,1.0,1,0,1,0,,False,True
327,One Plant - Tecumseh ,0,,(519) 974-0600,,"7555 Tecumseh Road East, Windsor, ON N8T 1G2",,,1,1,0,0,,False,True
328,ShinyBud - Windsor ,3 reviews,3.3,(226) 787-5795,Adult-Use Retail: CRSA1172456,"7833 Tecumseh Rd E, Windsor, ON N8T1G3",0.0,1.0,1,1,0,0,,False,True
329,Premier Cannabis Caro ,236 reviews,4.9,(989) 882-0420,Medical Retail: PC-000534 | Adult-Use Retail: AU-R-000711,"1023 E CARO RD, CARO, Michigan 48723",1.0,1.0,1,0,1,0,Michigan,True,True
330,Oz Cannabis Detroit ,285 reviews,4.7,(313) 332-5815,Adult-Use Retail: AU-R-000909,"16829 Harper Ave, Detroit, Michigan 48224",0.0,1.0,1,0,1,1,Michigan,False,True
331,Cloud Cannabis - Detroit - REC 21+ ,"1,170 reviews",4.9,(313) 766-2307,Adult-Use Retail: AU-R-000889,"16003 Mack Ave, Detroit, Michigan 48224",0.0,1.0,1,0,1,1,Michigan,False,True
332,Jailhouse Cannabis - Mancelona ,25 reviews,5.0,(231) 916-2443,Adult-Use Retail: AU-R-000600,"101 E State St, Mancelona, Michigan 49659",0.0,1.0,1,0,1,0,Michigan,False,True
333,On the Cannabis Side ,3 reviews,2.3,(519) 739-3323,Adult-Use Retail: CRSA1209902,"13300 TECUMSEH RD E UNIT 155, TECUMSEH, ON N8N 4R8",0.0,1.0,1,1,0,0,,False,True
334,Green Pharm - Mancelona -Recreational ,50 reviews,5.0,(231) 280-0131,Adult-Use Retail: AU-R-000971,"107 E State Street, Mancelona, Michigan 49659",0.0,1.0,1,0,1,0,Michigan,False,True
335,Sessions Cannabis - Lakeshore ,0,,(519) 735-7374,Adult-Use Retail: CRSA1172584,"35 Amy Croft Unit 5, Lakeshore, ON N9K 1C7",0.0,1.0,1,1,0,0,,False,True
336,Dispo Romeo ,978 reviews,4.9,(586) 500-1111,Adult-Use Retail: AU-R-000716,"100 Shafer Dr, Romeo, Michigan 48065",0.0,1.0,1,0,1,0,Michigan,False,True
337,Alton Dispensary ,1 review,4.0,(618) 330-0420,Adult-Use Retail: 284.000169-AUDO,"1400 E Broadway, Alton, Illinois 62002",0.0,1.0,1,1,0,0,Illinois,False,True
338,Ethos Dispensary – Lebanon (formerly About Wellness Ohio) ,0,,(513) 970-2080,Medical Retail: MMD.0700093,"1525 Genntown Drive, Unit B-5, Lebanon, Ohio 45036",1.0,0.0,1,1,0,0,Ohio,True,False
339,Nectar - Cincinnati ,0,,(513) 386-8586,Medical Retail: MMD.0700136,"3405 Werk Rd, Cincinnati, Ohio 45211",1.0,0.0,1,1,0,0,Ohio,True,False
340,JARS Cannabis - Mt Clemens ,481 reviews,4.9,(586) 765-0032,Adult-Use Retail: AU-R-000866 | Medical Retail: PC-000751,"101 N Groesbeck Hwy, Mt Clemens, Michigan 48043",1.0,1.0,1,0,1,0,Michigan,False,True
341,Olean's ,10 reviews,5.0,(231) 447-9333,Adult-Use Retail: AU-R-000589,"776 Mill St., Northport, Michigan 49670",0.0,1.0,1,0,1,1,Michigan,False,True
342,Zen Leaf Cincinnati ,0,,(513) 440-6340,Medical Retail: MMD.0700066,"8420 Vine Street, Cincinnati, Ohio 45216",1.0,0.0,1,1,0,0,Ohio,True,False
343,Boondom - Essex ,0,,(519) 961-9038,Adult-Use Retail: CRSA1206960,"169 Talbot St S, Suite 4, Essex, ON N8M 1B7",0.0,1.0,1,1,0,0,,False,True
344,Tony's Joint ,0,,(519) 961-9280,,"5-20 Talbot St S, Essex, ON N8M 1A7",,,1,1,0,0,,False,True
345,Green Temple ,3 reviews,5.0,(618) 505-0054,Adult-Use Retail: 284.000168-AUDO,"904 Edwardsville Rd, Troy, Illinois 62294",0.0,1.0,1,0,1,1,Illinois,False,True
346,Humblebee Products- Adult Use ,408 reviews,4.8,(989) 745-6575,Adult-Use Retail: AU-R-000189,"6974 N. Old 27, Frederic, Michigan 49733",0.0,1.0,1,0,1,0,Michigan,False,True
347,Terrabis - Grayville ,2 reviews,5.0,(970) 471-5000,Adult-Use Retail: 284.000227-AUDO,"105 Koehler St., Grayville, Illinois 62844",0.0,1.0,1,1,0,0,Illinois,False,True
348,Verilife - Cincinnati ,0,,(513) 599-1550,Medical Retail: MMD.0700029,"5431 Ridge Avenue, Cincinnati, Ohio 45213",1.0,0.0,1,1,0,0,Ohio,True,False
349,The We Store - Belle River ,2 reviews,5.0,(226) 773-1059,Adult-Use Retail: CRSA1172749,"1303 Essex County Rd 22, Unit 180, Belle River, ON N0R 1A0",0.0,1.0,1,0,1,0,,False,True
350,Sunnyside Medical Marijuana Dispensary – Cincinnati ,0,,(513) 214-1954,Medical Retail: MMD.0700063,"5149 Kennedy Avenue, Cincinnati, Ohio 45213",1.0,0.0,1,1,0,0,Ohio,True,False
351,Story of Cincinnati ,0,,(513) 538-3975,Medical Retail: MMD.0700122,"3950 Edwards Rd., Cincinnati, Ohio 45209-1928",1.0,0.0,1,1,0,0,Ohio,True,False
352,Sunnyside Medical Marijuana Dispensary – Marion ,0,,(740) 672-3706,Medical Retail: MMD.0700062,"326 James Way, Marion, Ohio 43302",1.0,0.0,1,1,0,0,Ohio,True,False
353,10 Seventeen Cannabis ,0,,(519) 715-9331,,"571 Notre Dame Street Suite A, Belle River, ON N0R 1A0",,,1,1,0,0,,False,True
354,The Forest Sandusky ,0,,(419) 405-6863,Medical Retail: MMD.0700006,"1651 Tiffin Ave, Sandusky, Ohio 44870",1.0,0.0,1,1,0,1,Ohio,True,False
355,PURE |REC & MED| New Baltimore ,"2,569 reviews",4.9,(586) 710-7873,Adult-Use Retail: AU-R-000584 | Medical Retail: PC-000736,"51543 Industrial Dr., New Baltimore, Michigan 48726",1.0,1.0,1,0,1,1,Michigan,True,True
356,MindRight ,848 reviews,4.9,(586) 816-9333,Adult-Use Retail: AU-R-000732,"51525 Industrial Dr., New Baltimore, Michigan 48047",0.0,1.0,1,0,1,0,Michigan,False,True
357,Cloud Cannabis - New Baltimore - REC 21+ ,536 reviews,4.9,(586) 210-6607,Adult-Use Retail: AU-R-000707,"35269 Cricklewood Blvd, New Baltimore, Michigan 48047",0.0,1.0,1,0,1,1,Michigan,False,True
358,Cookies St. Louis ,401 reviews,4.8,(314) 882-2569,Medical Retail: DIS000004 | Adult-Use Retail: DIS000004,"11088 New Halls Ferry Road, Florissant, Missouri 63136",1.0,1.0,1,0,1,0,Missouri,True,True
359,BLYSS DISPENSARY - COMING SOON! ,0,,,Adult-Use Retail: 284.000226-AUDO,"610 South 42nd Street Suite B, Mount Vernon, Illinois 62864",0.0,1.0,1,1,0,0,Illinois,False,True
360,Feel State - Florissant ,457 reviews,5.0,(314) 254-0044,Medical Retail: DIS000055 | Adult-Use Retail: DIS000055,"444 Howdershell Rd., Florissant, Missouri 63031",1.0,1.0,1,0,1,0,Missouri,False,True
361,Canna Klub - Luzerne ,110 reviews,4.9,(989) 826-8000,Medical Retail: PC-000409 | Adult-Use Retail: AU-R-000425,"2165 Ryno Road, Luzerne, Michigan 48636",1.0,1.0,1,0,1,0,Michigan,True,True
362,Terrabis - Hazelwood ,7 reviews,3.6,(314) 942-0935,Medical Retail: DIS000027 | Adult-Use Retail: DIS000027,"7766 N. Lindbergh Blvd, Hazelwood, Missouri 63042",1.0,1.0,1,1,0,0,Missouri,True,True
363,Uplift - Milford ,0,,(513) 399-8377,Medical Retail: MMD.0700140,"401 Rivers Edge Drive, Milford, Ohio 45150",1.0,0.0,1,1,0,0,Ohio,True,False
364,Pure Ohio Wellness - London ,0,,(740) 910-5420,Medical Retail: MMD.0700055,"920 US Highway 42W, London, Ohio 43140",1.0,0.0,1,1,0,0,Ohio,True,False
365,Joyology of Memphis ,40 reviews,5.0,(810) 366-3111,Adult-Use Retail: AU-R-001055,"35005 Boardman, Memphis, Michigan 48041",0.0,1.0,1,0,1,0,Michigan,False,True
366,Greenlight - Rock Hill ,13 reviews,4.9,(844) 785-9333,Medical Retail: DIS000005 | Adult-Use Retail: DIS000005,"9800 Manchester Road, St. Louis, Missouri 63119",1.0,1.0,1,0,1,0,Missouri,True,True
367,True North Cannabis Co. - Leamington ,1 review,5.0,(519) 322-4699,Adult-Use Retail: CRSA1193238,"3-11 Erie St. S., Leamington, ON N8H 3A6",0.0,1.0,1,0,1,0,,False,True
368,The Cannabis Retail Store ,0,,(226) 918-6257,Adult-Use Retail: CROL1179132,"288 Erie St S, Unit 4, Leamington, ON N8H 3C5",0.0,1.0,1,1,0,0,,False,True
369,Greenlight - Ferguson ,25 reviews,5.0,(844) 785-9333,Medical Retail: DIS000049 | Adult-Use Retail: DIS000049,"517 S Florissant, Ferguson, Missouri 63135",1.0,1.0,1,0,1,1,Missouri,True,True
370,Beyond Hello - Cincinnati ,0,,(513) 993-3993,Medical Retail: MMD.0700098,"693 Old State Rte 74, Cincinnati, Ohio 45245",1.0,0.0,1,1,0,0,Ohio,True,False
371,Greenlight - Berkeley ,40 reviews,4.5,(844) 785-9333,Medical Retail: DIS000018 | Adult-Use Retail: DIS000018,"4451 Brown Rd, Berkeley, Missouri 63134",1.0,1.0,1,0,1,0,Missouri,True,True
372,Dunegrass Co. - Gaylord ,14 reviews,4.9,(989) 448-2020,Adult-Use Retail: AU-R-000677,"2678 S Otsego Ave Suite B, Gaylord, Michigan 49735",0.0,1.0,1,0,1,0,Michigan,False,True
373,Heya Wellness St Ann ,123 reviews,4.8,(314) 656-6362,Medical Retail: DIS000020 | Adult-Use Retail: DIS000020,"10417A St Charles Rock Road, St Ann, Missouri 63042",1.0,1.0,1,1,0,0,Missouri,True,True
374,Proper Cannabis - Bridgeton ,3 reviews,3.7,(314) 279-8675,Medical Retail: DIS000208 | Adult-Use Retail: DIS000208,"12430 St. Charles Rock Road, Bridgeton, Missouri 63044",1.0,1.0,1,0,1,0,Missouri,True,True
375,Good Day Farm - St. Ann ,5 reviews,3.4,(314) 266-9903,Medical Retail: DIS000058 | Adult-Use Retail: DIS000058,"10834 St Charles Rock Rd #1508, St. Ann, Missouri 63074",1.0,1.0,1,0,1,0,Missouri,True,True
376,Bear River Dispensary ,0,,(740) 262-8198,Medical Retail: MMD.04108,"26 Moore St, Delaware, Ohio 43015",1.0,0.0,1,1,0,0,Ohio,True,False
377,Viola STL Olive ,9 reviews,4.0,(314) 998-4652,Medical Retail: DIS000043 | Adult-Use Retail: DIS000043,"2001 Olive Street, St. Louis, Missouri 63103",1.0,1.0,1,0,1,1,Missouri,True,True
378,Cloud Cannabis - Gaylord - REC 21+ ,"1,212 reviews",4.9,(989) 217-9307,Adult-Use Retail: AU-R-000980,"710 Edelweiss Village Pkwy, Gaylord, Michigan 49735",0.0,1.0,1,0,1,1,Michigan,False,True
379,Exclusive Gaylord ,19 reviews,5.0,(989) 448-4859,Adult-Use Retail: AU-R-000882,"1385 W Main St, Gaylord, Michigan 49735",0.0,1.0,1,0,1,0,Michigan,False,True
380,Beyond Hello - St. Louis Metro East ,6 reviews,4.5,(618) 874-9800,Adult-Use Retail: AUDO.000079,"1401 Mississippi Ave Suite 17, Sauget, Illinois 62201",0.0,1.0,1,1,0,0,Illinois,True,True
381,Great Lakes Exotics Cannabis Company North ,24 reviews,4.9,(989) 448-8588,Adult-Use Retail: AU-R-000931,"820 W. Main Street, Gaylord, Michigan 49735",0.0,1.0,1,0,1,1,Michigan,False,True
382,Good Day Farm - St. Louis ,27 reviews,4.4,(314) 328-6772,Medical Retail: DIS000038 | Adult-Use Retail: DIS000038,"20 South Euclid Avenue, St. Louis, Missouri 63108",1.0,1.0,1,0,1,0,Missouri,True,True
383,SWADE Cannabis - Delmar ,1 review,5.0,(314) 924-6500,Adult-Use Retail: DIS000002 | Medical Retail: DIS000002,"6166 DELMAR BLVD, ST LOUIS, Missouri 63112",1.0,1.0,1,1,0,0,Missouri,True,True
384,Kind Goods - St. Peters ,111 reviews,4.6,(636) 626-2300,Medical Retail: DIS000159 | Adult-Use Retail: DIS000159,"3899 Veterans Memorial Pkwy, Saint Peters, Missouri 63376",1.0,1.0,1,0,1,0,Missouri,True,True
