State,License Number,License Type,Company Name,DBA,License Status,Address 1,Address 2,City,Zip Code,Issue Date,Effective Date,Expire Date,License Term,License Type 2,Owner/Contact,Structure,Email,Phone,Website,,,,,,,,,
CA,C10-0001004-LIC,Adult-Use and Medicinal,"Tradecraft Farms - El Monte, LLC",Tradecraft Farms,Active,11518 Garvey Ave,,El Monte,91732,3/30/22 0:00,##########,3/30/24 0:00,Annual,Commercial -  Retailer,"Barry Walker, Brent Lawrence Walker, Geoffrey Yeterian, Thomas Andrew Gibb",Limited Liability Company,Licensing@dubbros.Com,(310) 990-8779,,,,,,,,,,
CA,C10-0001005-LIC,Adult-Use,"Td Chula Vista I, Inc.",California Holistics,Active,810 Paseo Del Rey,,Chula Vista,91910,4/4/22 0:00,4/4/22 0:00,4/4/24 0:00,Annual,Commercial -  Retailer,"David Dallal, douglas adam gans, Tony Edward Hall",Corporation,Tonyh@torreyholistics.Com,(619) 807-7044,,,,,,,,,,
CA,C10-0001006-LIC,Adult-Use and Medicinal,"Organic Solutions Of The Desert, LLC",Beyond / Hello,Active,4765 Ramon Rd E,,Palm Springs,92264,4/4/22 0:00,4/4/22 0:00,4/4/24 0:00,Provisional,Commercial -  Retailer,"Benjamin Cross, James Cacioppo, Louis Jonathan Barack, Marina Hahn, Peter Alan Adderton, Stephen Anthony Monroe",Limited Liability Company,Baracklicense@gmail.Com,(561) 617-9100,,,,,,,,,,
CA,C10-0001007-LIC,Medicinal,United Growers Inc.,United Growers Inc.,Active,15740 Ave 296,,Visalia,93292,4/5/22 0:00,4/5/22 0:00,4/5/24 0:00,Annual,Commercial -  Retailer,"Reyna Diaz, Soledad Diaz",Corporation,Soldiaz30@yahoo.Com,(559) 731-0520,,,,,,,,,,
CA,C10-0001008-LIC,Adult-Use and Medicinal,Mds Retail,Bread Farms,Active,4316 Melrose Ave,,Los Angeles,90029,4/11/22 0:00,##########,4/11/24 0:00,Provisional,Commercial -  Retailer,"Pimpraphai Aimee Aueyong, Roberto F Luo Wen, Santiago Varela Jr.",Corporation,Dr.Rjcasillas@gmail.Com,(209) 696-0085,,,,,,,,,,
CA,C10-0001009-LIC,Adult-Use and Medicinal,Authentic Fairfield LLC,Authentic Fairfield LLC,Active,2470 Martin Rd,,Fairfield,94534,4/12/22 0:00,##########,4/12/24 0:00,Annual,Commercial -  Retailer,"Gregory Alan Fink, James Kim, Susan M Hoy, Tak Sato",Limited Liability Company,Licensing@shrynegroup.Com,(213) 567-4201,,,,,,,,,,
CA,C10-0001010-LIC,Adult-Use and Medicinal,Four Green Guys,The Syndicate Northridge,Active,8222 N Tampa Ave,,Reseda,91335,4/13/22 0:00,##########,4/13/24 0:00,Provisional,Commercial -  Retailer,"Gabriel Guzman, Jonah Scott Roush, Stephanie Hiljus",Corporation,Gguzman459@yahoo.Com,(818) 914-4736,,,,,,,,,,
CA,C10-0001011-LIC,Adult-Use and Medicinal,The Bract House LLC,The Bract House,Active,10 Calaveras St,,Sonora,95370,4/14/22 0:00,##########,4/14/24 0:00,Annual,Commercial -  Retailer,Thomas L Calmese,Limited Liability Company,Bracthouse1981@gmail.Com,(209) 559-5799,,,,,,,,,,
CA,C10-0001012-LIC,Adult-Use and Medicinal,Mr.C's LLC,Haze Valley,Active,500 Laguna St,,San Francisco,94102,4/14/22 0:00,##########,4/14/24 0:00,Annual,Commercial -  Retailer,Christopher Michael Callaway,Limited Liability Company,Chris1callaway@gmail.Com,(415) 802-6160,,,,,,,,,,
CA,C10-0001013-LIC,Adult-Use and Medicinal,Pure Genus Enterprises,RELEAF,Active,4568 Centinela Ave S,,Los Angeles,90066,4/15/22 0:00,##########,4/15/24 0:00,Provisional,Commercial -  Retailer,"Nicholas Palladino, RICHARD M TALBOT, Wendi Woodburn",Corporation,Puregenus@gmail.Com,(424) 228-2719,,,,,,,,,,
CA,C10-0001014-LIC,Adult-Use and Medicinal,Third & Kenmore LLC,Old G Kush,Active,3707 W 3rd St,,Los Angeles,90020,4/15/22 0:00,##########,4/15/24 0:00,Provisional,Commercial -  Retailer,"Jacques Massachi, Pasquale Joseph Desiervi, Scott Lambert",Limited Liability Company,Mboulos00@gmail.Com,(661) 495-7491,,,,,,,,,,
CA,C10-0001015-LIC,Adult-Use and Medicinal,Vpcg LLC,TBD,Active,1570 Western Ave S,,Los Angeles,90006,4/15/22 0:00,##########,4/15/24 0:00,Provisional,Commercial -  Retailer,"Gregory Alan Fink, James Kim, Jose A Pecho, Ramon Wilson, Susan M Hoy, Tak Sato",Limited Liability Company,Lany90210@gmail.Com,(424) 274-2668,,,,,,,,,,
CA,C10-0001016-LIC,Adult-Use and Medicinal,Roeding Leaf Inc.,Banyan Tree,Active,213 E Sierra Ave,,Fresno,93710,4/15/22 0:00,##########,4/15/24 0:00,Annual,Commercial -  Retailer,"Adolfo Ace Castillo, Miguel Vasquez, Steven Spriggs, William Broomfield",Corporation,Ace@banyantreefresno.Com,(559) 824-8211,,,,,,,,,,
CA,C10-0001017-LIC,Adult-Use,"J&P Consulting, LLC",THE WOODS WEHO,Active,8271 Santa Monica Blvd,,W Hollywood,90046,4/18/22 0:00,##########,4/18/24 0:00,Annual,Commercial -  Retailer,"Devon Wheeler, John B Handal, Tracy Harshman",Limited Liability Company,Wehoapplication@gmail.Com,(310) 466-0645,,,,,,,,,,
CA,C10-0001018-LIC,Adult-Use and Medicinal,Js Reserve,NELA RD.,Active,5839 York Blvd,,Los Angeles,90042,4/18/22 0:00,##########,4/18/24 0:00,Provisional,Commercial -  Retailer,Johnny Sayegh,Corporation,Data Not Available,(213) 493-5887,,,,,,,,,,
CA,C10-0001019-LIC,Adult-Use and Medicinal,Green Qween LLC.,Green Qween LLC.,Active,1051 Broadway S,,Los Angeles,90015,4/19/22 0:00,##########,4/19/24 0:00,Provisional,Commercial -  Retailer,"Andres Francisco Rigal, Taylor Bazley",Limited Liability Company,Taylor@thegreenqween.Com,(619) 721-7897,,,,,,,,,,
CA,C10-0001020-LIC,Adult-Use and Medicinal,Catalyst Hemet LLC,CATALYST-HEMET,Active,41007 Florida Ave E,,Hemet,92544,4/19/22 0:00,##########,4/19/24 0:00,Annual,Commercial -  Retailer,"Damian Martin, Elliot Lewis",Limited Liability Company,Connectedbelmontshore@gmail.Com,(562) 430-6700,,,,,,,,,,
CA,C10-0001021-LIC,Adult-Use and Medicinal,Rd San Bernardino LLC,RD SAN BERNARDINO LLC,Active,240 E Redlands Blvd,,SN Bernrdno,92408,4/23/22 0:00,##########,4/23/24 0:00,Annual,Commercial -  Retailer,"DARRIN OGANESIAN, Ryan Oganesian",Limited Liability Company,Ryan.Oganesian@rrwmail.Com,(951) 236-6958,,,,,,,,,,
CA,C10-0001022-LIC,Adult-Use and Medicinal,Bloomforia LLC,REBUD San Pedro,Active,402 W 5th St,,San Pedro,90731,4/25/22 0:00,##########,4/25/24 0:00,Provisional,Commercial -  Retailer,"Arman Siradeghyan, Armen Gharibyan, Christian Jonathan Ross, David Bagdasarian, Kimble C Cannon, Kyle Gregory Suffolk, Nancy Suffolk",Limited Liability Company,BloomforiaLLC@gmail.Com,(805) 404-4141,,,,,,,,,,
CA,C10-0001023-LIC,Adult-Use and Medicinal,"Nature's Story, LLC","NATURE'S STORY, LLC",Active,6455 Topanga Canyon Blvd N,,Woodland HLS,91303,4/27/22 0:00,##########,4/27/24 0:00,Provisional,Commercial -  Retailer,"Artur Abovyan, Cristal Rodriguez, Mesrop Khoudagoulian, Serg Pogosyan",Limited Liability Company,Kmesrop@aol.Com,(213) 444-9523,,,,,,,,,,
CA,C10-0001024-LIC,Adult-Use and Medicinal,"Zxc11, LLC",Budega,Active,10461 Santa Monica Blvd,,Los Angeles,90025,4/27/22 0:00,##########,4/27/24 0:00,Provisional,Commercial -  Retailer,"Devah Thomas, Katharyn M Field",Foreign Limited Liability Company,Katie.Zxc11@gmail.Com,(307) 296-6046,,,,,,,,,,
CA,C10-0001025-LIC,Adult-Use and Medicinal,Atwater Commerce LLC,ATWATER COMMERCE LLC,Active,230 Commerce Ave,,Atwater,95301,5/2/22 0:00,5/2/22 0:00,5/2/24 0:00,Annual,Commercial -  Retailer,Mark Malatesta,Limited Liability Company,Licensing@thebakeryshop.Com,(949) 614-0099,,,,,,,,,,
CA,C10-0001026-LIC,Adult-Use and Medicinal,Healpura LLC,Cookies Brentwood,Active,13030 W San Vicente Blvd,,Los Angeles,90049,5/3/22 0:00,5/4/23 0:00,5/3/24 0:00,Provisional,Commercial -  Retailer,"Andrew Suffolk, Brandon Johnson, Bret David Rosol, Daniel Firtel, Kimble C Cannon, Kyle Gregory Suffolk, Phillip Gaby Francis, Ryan Johnson",Limited Liability Company,Kyle@vantagegreenpartners.Com,(805) 404-4141,,,,,,,,,,
CA,C10-0001027-LIC,Adult-Use and Medicinal,"Coastal Retail Concord, LLC",Coastal,Active,1847 Willow Pass Rd,,Concord,94520,5/4/22 0:00,5/4/22 0:00,5/4/24 0:00,Annual,Commercial -  Retailer,"Greg Gamet, Judith M Schvimmer, Laurie Beth Holcomb Thompson, Marshall Monroe Minor",Limited Liability Company,M@coastalcalifornia.Com,(805) 886-8484,,,,,,,,,,
CA,C10-0001028-LIC,Adult-Use and Medicinal,La Fresh Farms,LA FRESH FARMS,Active,2508 San Pedro St S,,Los Angeles,90011,5/5/22 0:00,5/5/22 0:00,5/5/24 0:00,Provisional,Commercial -  Retailer,"Brian P Stippey, Peter Walsh",Corporation,Lafresh43@gmail.Com,(310) 339-6729,,,,,,,,,,
CA,C10-0001029-LIC,Adult-Use and Medicinal,Sdf11 LLC,Budega,Active,6223 Franklin Ave,,Los Angeles,90028,5/9/22 0:00,5/9/22 0:00,5/9/24 0:00,Provisional,Commercial -  Retailer,"Katharyn M Field, Norma Velasquez",Limited Liability Company,Katie.Sdf11@gmail.Com,(202) 498-7911,,,,,,,,,,
CA,C10-0001030-LIC,Adult-Use and Medicinal,Planet Neptune LLC,STIIIZY PCH Wilmington,Active,1026 Pacific Coast Hwy W,,Wilmington,90744,5/9/22 0:00,5/9/22 0:00,5/9/24 0:00,Provisional,Commercial -  Retailer,"Jesse Robinson, Julian Daniel Domingo",Limited Liability Company,Juliandomingo7@gmail.Com,(213) 655-7170,,,,,,,,,,
CA,C10-0001031-LIC,Adult-Use and Medicinal,Element 7 Willits LLC,Data Not Available,Active,1795 Main St S,,Willits,95490,5/13/22 0:00,##########,5/13/24 0:00,Annual,Commercial -  Retailer,Robert M DiVito,Limited Liability Company,Robert@e7ca.Com,(424) 285-0088,,,,,,,,,,
CA,C10-0001032-LIC,Adult-Use and Medicinal,"California Cannabull, LLC",Sundialed Collective,Expired,238 Grant St W,,Eureka,95501,5/16/22 0:00,##########,5/16/23 0:00,Annual,Commercial -  Retailer,"Ali Cooper, Andrew Rocklin",Limited Liability Company,Info@californiacannabull.Com,(951) 852-5961,,,,,,,,,,
CA,C10-0001033-LIC,Adult-Use and Medicinal,Altaherb LLC,REBUD Westwood,Active,1131 Glendon Ave,,Los Angeles,90024,5/18/22 0:00,##########,5/18/24 0:00,Provisional,Commercial -  Retailer,"Arman Siradeghyan, Armen Gharibyan, David Bagdasarian, Joshua Sude, Kimble C Cannon, Kyle Gregory Suffolk, Nancy Suffolk",Limited Liability Company,AltaherbLLC@gmail.Com,(805) 404-4141,,,,,,,,,,
CA,C10-0001034-LIC,Adult-Use and Medicinal,Genetics Dispensary LLC,STIIIZY Pacoima,Active,11071 N San Fernando Rd,,Pacoima,91331,5/18/22 0:00,##########,5/18/24 0:00,Provisional,Commercial -  Retailer,"Jack Guiragosian, Yoana C Pardo",Limited Liability Company,Jackgee23@gmail.Com,(818) 468-4344,,,,,,,,,,
CA,C10-0001035-LIC,Adult-Use,"Element 7 Chula Vista One, LLC","ELEMENT 7 CHULA VISTA ONE, LLC",Active,1208 Broadway,,Chula Vista,91911,5/18/22 0:00,##########,5/18/24 0:00,Provisional,Commercial -  Retailer,"Naresh Chain Kotwani, ROBERT DIVITO",Limited Liability Company,Robert@e7ca.Com,(424) 285-0088,,,,,,,,,,
CA,C10-0001036-LIC,Adult-Use and Medicinal,"Sky Club, LLC",Sky Club,Active,15240 Victory Blvd,,Van Nuys,91411,5/19/22 0:00,##########,5/19/24 0:00,Provisional,Commercial -  Retailer,"aleah jaite bottoms, Garnik Hakopyan",Limited Liability Company,Greg.Hakopyan@yahoo.Com,(909) 900-3522,,,,,,,,,,
CA,C10-0001037-LIC,Adult-Use and Medicinal,Otc Van Nuys,Off the Charts,Active,5242 N Van Nuys Blvd,,Los Angeles,91401,5/19/22 0:00,##########,5/19/24 0:00,Provisional,Commercial -  Retailer,"Davood Haddadi, Joey Evans, Norman Yousif",Corporation,Normanyousif11@gmail.Com,(619) 955-9433,,,,,,,,,,
CA,C10-0001038-LIC,Adult-Use and Medicinal,Da'Joint,Da Joint,Active,1073 Harley Knox Blvd,,Perris,92571,5/24/22 0:00,##########,5/24/24 0:00,Provisional,Commercial -  Retailer,"Ilham Youhanan Polis, Mishil Yousif, Sami Hanna Younan, Sami Harmis",Corporation,Samiharmis@yahoo.Com,(619) 618-5811,,,,,,,,,,
CA,C10-0001039-LIC,Adult-Use and Medicinal,"Pdlp Jv, LLC","PDLP JV, LLC",Active,8477 Sunset Blvd W,,W Hollywood,90069,5/25/22 0:00,##########,5/25/24 0:00,Annual,Commercial -  Retailer,"Marc Ravner, Soheil Yamini",Limited Liability Company,Syamini@pinkdot.Com,(310) 892-7884,,,,,,,,,,
CA,C10-0001040-LIC,Adult-Use and Medicinal,"Nourish Earth, Inc.","NOURISH EARTH, INC.",Active,2372 Ramsey St,,Banning,92220,5/25/22 0:00,##########,5/25/24 0:00,Annual,Commercial -  Retailer,MACY NEWELL,Corporation,Macyn92887@gmail.Com,(714) 310-9023,,,,,,,,,,
CA,C10-0001041-LIC,Adult-Use and Medicinal,Tat Fresno Ii LLC,The Artist Tree,Active,"7835 Palm Ave N, #103",,Fresno,93711,5/25/22 0:00,##########,5/25/24 0:00,Annual,Commercial -  Retailer,"Avi Daniel Kahan, Clifford Tutelian, Courtney Caron, Lawrence Mark Artenian, Mitchell Aaron Kahan",Limited Liability Company,Avi@theartisttree.Com,(310) 922-3502,,,,,,,,,,
CA,C10-0001042-LIC,Adult-Use and Medicinal,Pr Retail Sc LLC,PR RETAIL SC LLC,Active,1051 41st Ave,,Santa Cruz,95062,5/26/22 0:00,##########,5/26/24 0:00,Annual,Commercial -  Retailer,"Andrew C Wesley, Andrew D'Amico, Brook Rogers Eagle, Charles Martin Wesley, Martin Charles Wesley",Limited Liability Company,Andy@pacificreservenursery.Com,(831) 207-9999,,,,,,,,,,
CA,C10-0001043-LIC,Adult-Use and Medicinal,Goe Tracy LLC,Garden of Eden,Active,"2420 Grant Line Rd W, #b",,Tracy,95377,5/27/22 0:00,##########,5/27/24 0:00,Provisional,Commercial -  Retailer,"Anthony Michael Souza, Pamela N Epstein, Shareef El-Sissi, Soufyan M Abouahmed",Limited Liability Company,Goetracylicensing@gmail.Com,(510) 906-0660,,,,,,,,,,
CA,C10-0001044-LIC,Adult-Use and Medicinal,Green Leaf Caregivers,FIREHAUS,Active,2000 Sepulveda Blvd S,,Los Angeles,90025,5/27/22 0:00,##########,5/27/24 0:00,Provisional,Commercial -  Retailer,"Thomas Hayden Grimstad, Wade Talkington, Zahur Sirajali Lalji",Corporation,Info@firehausla.Com,(323) 515-9333,,,,,,,,,,
CA,C10-0001045-LIC,Adult-Use and Medicinal,"Weed Lane, Inc.",Cure Company Crenshaw,Active,7872 S Crenshaw Blvd,,Los Angeles,90043,5/27/22 0:00,##########,5/27/24 0:00,Provisional,Commercial -  Retailer,Daisy Gonzalez Ramirez,Corporation,Weedcrenshaw@gmail.Com,(323) 723-1743,,,,,,,,,,
CA,C10-0001046-LIC,Adult-Use and Medicinal,"Sacramento King Equity Venture, Inc.",Culture Cannabis Club,Active,7909 Bruceville Rd,,Sacramento,95823,5/27/22 0:00,##########,5/27/24 0:00,Annual,Commercial -  Retailer,"Alejandro Calleres, La Krisha King",Corporation,Al.Calleres323@gmail.Com,(323) 719-7376,,,,,,,,,,
CA,C10-0001047-LIC,Adult-Use,"Heart Of The Emerald Arcata, LLC","Heart of the Emerald Arcata, LLC",Active,1507 G St,,Arcata,95521,6/1/22 0:00,6/6/23 0:00,6/1/24 0:00,Annual,Commercial -  Retailer,"Juan P Diaz, Roy Gomez",Limited Liability Company,Data Not Available,(707) 834-9781,,,,,,,,,,
CA,C10-0001048-LIC,Adult-Use,Southern Erudite Ventures,HerbNJoy,Active,1891 Nirvana Ave,,Chula Vista,91911,6/1/22 0:00,6/1/22 0:00,6/1/24 0:00,Provisional,Commercial -  Retailer,"Jeff G Linden, Rajan Dave",Corporation,Rdave@herbnjoy.Com,(650) 336-5938,,,,,,,,,,
CA,C10-0001049-LIC,Adult-Use and Medicinal,Mom Weho LLC,Megan's Organic Market,Active,4901 Melrose Ave,,Los Angeles,90029,6/1/22 0:00,6/1/22 0:00,6/1/24 0:00,Provisional,Commercial -  Retailer,"Eric Powers, Mark Cardona, Megan Aubrey Souza, Nicholas Andre, Phoebe Lipari, Tarrah Graves",Limited Liability Company,La@megansorganicmarket.Com,(805) 429-7116,,,,,,,,,,
CA,C10-0001050-LIC,Adult-Use and Medicinal,"C9 Alliance, Inc.",KOLAS #104,Active,1760 Challenge Way,,Sacramento,95815,6/1/22 0:00,6/1/22 0:00,6/1/24 0:00,Annual,Commercial -  Retailer,"Garib Karapetyan, Joe Karapetyan, Kevin McCarty",Corporation,Compliance@ccmup.Com,(775) 240-3055,,,,,,,,,,
CA,C10-0001051-LIC,Adult-Use and Medicinal,Venice Equity Group LLC,Goat Global LA,Surrendered,6000 Venice Blvd,,Los Angeles,90034,6/2/22 0:00,5/5/23 0:00,6/2/23 0:00,Provisional,Commercial -  Retailer,"Allen Nazarian, Dani Shaker, Nicole Elaine Porter",Limited Liability Company,Allen26n@gmail.Com,(310) 266-9761,,,,,,,,,,
CA,C10-0001052-LIC,Adult-Use and Medicinal,C.H.C.C. Inc.,Tracy Cannabis Collective,Active,85 10th St E,,Tracy,95376,6/3/22 0:00,6/3/22 0:00,6/3/24 0:00,Provisional,Commercial -  Retailer,"David Matthew Jones, Deanna Marie Garcia, Dennis M Chan, Haley Frances Andrew, Kimberly Cargile, Michelle Eileen Trew",Corporation,Tracywellnesscollective@gmail.Com,(209) 612-7094,,,,,,,,,,
CA,C10-0001053-LIC,Adult-Use and Medicinal,Cornerstone Health And Wellness,Kushagram,Active,1147 E South St,,Long Beach,90805,6/6/22 0:00,6/6/22 0:00,6/6/24 0:00,Provisional,Commercial -  Retailer,Shervin Nematollah,Corporation,Shervinn94@gmail.Com,(949) 307-4096,,,,,,,,,,
CA,C10-0001054-LIC,Adult-Use and Medicinal,"Empire Connect Lakefront, LLC",Data Not Available,Active,15573 Grand Ave,,Lake Elsinore,92530,6/6/22 0:00,##########,6/6/24 0:00,Annual,Commercial -  Retailer,Michael Lee,Limited Liability Company,Empirelakeelsinore@gmail.Com,(951) 544-7044,,,,,,,,,,
CA,C10-0001055-LIC,Adult-Use and Medicinal,Minutecure,MINUTECURE,Active,5300 W 104th St,,Los Angeles,90045,6/6/22 0:00,6/6/22 0:00,6/6/24 0:00,Provisional,Commercial -  Retailer,Edvin Mailyan,Corporation,Edvin818@gmail.Com,(818) 384-9021,,,,,,,,,,
CA,C10-0001056-LIC,Adult-Use and Medicinal,Movocan,Aroma,Active,2070 Thomas R Cannell Rd,,Thermal,92274,6/6/22 0:00,5/9/23 0:00,6/6/24 0:00,Provisional,Commercial -  Retailer,Angel D Fernandez,Corporation,Medigroupangel@gmail.Com,(760) 540-9358,,,,,,,,,,
CA,C10-0001057-LIC,Adult-Use and Medicinal,H2l Ventures Inc.,H2L VENTURES INC.,Active,5067 Washington Blvd W,,Los Angeles,90016,6/7/22 0:00,6/7/22 0:00,6/7/24 0:00,Provisional,Commercial -  Retailer,Thomas Park,Corporation,Thomaspark323@gmail.Com,(323) 810-1299,,,,,,,,,,
CA,C10-0001058-LIC,Adult-Use and Medicinal,Sgi Brannan LLC,Stiiizy SoMa,Active,518 Brannan St,,San Francisco,94107,6/7/22 0:00,6/7/22 0:00,6/7/24 0:00,Annual,Commercial -  Retailer,"Gregory Alan Fink, James Kim, Rudy Corpuz, Susan M Hoy, Tak Sato",Limited Liability Company,Licensing@shrynegroup.Com,(213) 567-4201,,,,,,,,,,
CA,C10-0001059-LIC,Adult-Use and Medicinal,Blooming Organics LLC,Elevate Downtown,Active,156 A St S,,Oxnard,93030,6/7/22 0:00,6/7/22 0:00,6/7/24 0:00,Annual,Commercial -  Retailer,"Kevin Krivitsky, Nicholas Keefe",Limited Liability Company,Kevinkrivitsky@gmail.Com,(818) 489-8474,,,,,,,,,,
CA,C10-0001060-LIC,Adult-Use and Medicinal,Movocan,Aroma,Active,2129 Winterhaven Dr,,Winterhaven,92283,6/7/22 0:00,6/7/22 0:00,6/7/24 0:00,Provisional,Commercial -  Retailer,Angel D Fernandez,Corporation,Medigroupangel@gmail.Com,(760) 540-9358,,,,,,,,,,
CA,C10-0001061-LIC,Adult-Use and Medicinal,Blooming Organics LLC,Elevate El Rio,Active,2731 Vineyard Ave E,,Oxnard,93036,6/8/22 0:00,6/8/22 0:00,6/8/24 0:00,Provisional,Commercial -  Retailer,"Kevin Krivitsky, Nicholas Keefe",Limited Liability Company,Kevinkrivitsky@gmail.Com,(818) 489-8474,,,,,,,,,,
CA,C10-0001062-LIC,Adult-Use,"Harvest Of Chula Vista, LLC",Wellgreens Dispensary,Active,1214 Broadway,,Chula Vista,91911,6/8/22 0:00,6/8/22 0:00,6/8/24 0:00,Annual,Commercial -  Retailer,"Kimberly Ann Rivers, Raymond Powers, Steve White",Limited Liability Company,Compliance@harvestinc.Com,(480) 581-1177,,,,,,,,,,
CA,C10-0001063-LIC,Adult-Use,Leo's World LLC,Leo's World,Active,265 L St,,Crescent City,95531,6/9/22 0:00,6/9/22 0:00,6/9/24 0:00,Annual,Commercial -  Retailer,Leonette Signe Prince,Limited Liability Company,Leonette1979ak47@gmail.Com,(707) 951-0103,,,,,,,,,,
CA,C10-0001064-LIC,Adult-Use and Medicinal,"Diamond Alliance, LLC","Diamond Alliance, LLC",Active,8162 N Orion Ave,,Van Nuys,91406,6/9/22 0:00,6/9/22 0:00,6/9/24 0:00,Provisional,Commercial -  Retailer,Danny Abdelmalak,Limited Liability Company,Danny@srfarms.Org,(310) 560-9428,,,,,,,,,,
CA,C10-0001065-LIC,Adult-Use and Medicinal,Fresno Cares,Higher Level of Care,Active,4795 Blackstone Ave N,,Fresno,93726,6/9/22 0:00,6/9/22 0:00,6/9/24 0:00,Annual,Commercial -  Retailer,"Andrew Jacob Rodriguez, Juraj Skocik, Marley Catherine Forysth, Salvatore Palma, Tyson Hunter, Wesley Marten Clark",Corporation,Admin.Fresno@hldispensaries.Com,(843) 301-0988,,,,,,,,,,
CA,C10-0001066-LIC,Adult-Use and Medicinal,"Stoney Point Collective, Inc.",Culture Cannabis Club,Active,9851 Topanga Canyon Blvd,,Chatsworth,91311,6/10/22 0:00,##########,6/10/24 0:00,Provisional,Commercial -  Retailer,"Devon Julian, JOHN NGUYEN, Julie Le, Sam Dabbas",Corporation,Julie@culturecannabisclub.Com,(619) 277-2827,,,,,,,,,,
CA,C10-0001067-LIC,Adult-Use and Medicinal,"Speedy Weedy Santa Ana,LLC",NA,Active,1325 E Saint Andrew Pl,,Santa Ana,92705,6/10/22 0:00,##########,6/10/24 0:00,Annual,Commercial -  Retailer,Najah Alsaigh,Limited Liability Company,Najah@myspeedyweedy.Com,(669) 222-2221,,,,,,,,,,
CA,C10-0001068-LIC,Adult-Use and Medicinal,Fresno Culture Corp.,Culture Cannabis Club,Active,314 Bullard Ave E,,Fresno,93710,6/10/22 0:00,##########,6/10/24 0:00,Annual,Commercial -  Retailer,"Barigye McCoy, Christopher Francy",Corporation,Julie@culturecannabisclub.Com,(619) 277-2827,,,,,,,,,,
CA,C10-0001069-LIC,Adult-Use,Hilux LLC,HiLux,Active,9586 Ca-29,,Lower Lake,95457,6/10/22 0:00,##########,6/10/24 0:00,Provisional,Commercial -  Retailer,"Sufyan Hamouda, Tashka Sabeva",Limited Liability Company,Hiluxexotics@gmail.Com,(602) 809-0909,,,,,,,,,,
CA,C10-0001070-LIC,Adult-Use and Medicinal,"Haven Xx, LLC",Haven,Surrendered,447 Bay St W,,Costa Mesa,92627,6/13/22 0:00,##########,6/13/23 0:00,Provisional,Commercial -  Retailer,"Mark Simonian, Michael Simonian",Limited Liability Company,Licensing@nextgenenterprises.Biz,(562) 280-7414,,,,,,,,,,
CA,C10-0001071-LIC,Adult-Use and Medicinal,"Haven #8, LLC","HAVEN #8, LLC",Active,220 A St S,,Oxnard,93030,6/13/22 0:00,##########,6/13/24 0:00,Annual,Commercial -  Retailer,"Mark Simonian, Michael Simonian",Limited Liability Company,Licensing@nextgenenterprises.Biz,(562) 280-7414,,,,,,,,,,
CA,C10-0001072-LIC,Adult-Use and Medicinal,"Kim Investments, LLC","KIM Investments, LLC",Active,3519 Harris St,,Lemon Grove,91945,6/13/22 0:00,##########,6/13/24 0:00,Annual,Commercial -  Retailer,Raffi Oghassabian,Limited Liability Company,Roghassabian@gmail.Com,(858) 405-2520,,,,,,,,,,
CA,C10-0001073-LIC,Adult-Use and Medicinal,"Flower Supply, Inc.",Data Not Available,Active,2649 41st Ave,,Soquel,95073,6/14/22 0:00,##########,6/14/24 0:00,Annual,Commercial -  Retailer,"Brett Yader, Joey Sabini",Corporation,Admin@cultivatecannabis.Com,(831) 708-5606,,,,,,,,,,
CA,C10-0001074-LIC,Adult-Use and Medicinal,Divisadero Equity Partners,Divisadero Equity Partners,Active,1649 Divisadero St,,San Francisco,94115,6/14/22 0:00,##########,6/14/24 0:00,Annual,Commercial -  Retailer,"Adam Bierman, Alexander Michael Fabian, Andrew Modlin, Joseph Leo Reiss, Kim Mitchell, William De Leon",Corporation,Adam@redworkshop.Com,(213) 447-3330,,,,,,,,,,
CA,C10-0001075-LIC,Adult-Use and Medicinal,"1485 West Sunset And Hope, LLC",Sixty Four & Hope,Active,1485 Sunset Blvd W,,Los Angeles,90026,6/14/22 0:00,##########,6/14/24 0:00,Provisional,Commercial -  Retailer,"Karim Webb, Mekonnen Garedew",Limited Liability Company,Mgaredew062@gmail.Com,(951) 474-2141,,,,,,,,,,
CA,C10-0001076-LIC,Adult-Use and Medicinal,The Green Ant LLC,South Bay Canna Clinic,Active,1719 Pacific Coast Hwy,,Lomita,90717,6/14/22 0:00,##########,6/14/24 0:00,Provisional,Commercial -  Retailer,"Anthony Phommasith, Brian Nguyen",Limited Liability Company,Bku1719@gmail.Com,(310) 849-1337,,,,,,,,,,
CA,C10-0001077-LIC,Adult-Use and Medicinal,Cathedral City Releaf,.,Active,36193 Date Palm Dr,,Cathedral CTY,92234,6/15/22 0:00,##########,6/15/24 0:00,Annual,Commercial -  Retailer,ARMEN HARUTYUNYAN,Corporation,Citidanq@gmail.Com,(818) 619-0000,,,,,,,,,,
CA,C10-0001078-LIC,Adult-Use and Medicinal,Circle Muskrat LLC,Off the Charts,Active,2801 Harbor Blvd,,Costa Mesa,92626,6/15/22 0:00,##########,6/15/24 0:00,Provisional,Commercial -  Retailer,"HEATHER G ABDO, Norman Yousif, Sean Maddocks",Limited Liability Company,Normanyousif11@gmail.Com,(619) 955-9433,,,,,,,,,,
